# Transcript: douyin_7393553471594630452

- URL: https://www.douyin.com/video/7393553471594630452
- Title: 1426 投篮总是偏！可能是你的手眼协调出了问题 立竿见影！ 通过手眼协调解决投篮各种疑难杂症 #投篮教学 #waveball #发力矫正
- Published at: 2024-07-20 11:23:33+0800
- Generated at: 2026-06-12T17:38:17.997925+00:00
[00:01:59.580 --> 00:02:04.220] 然后沿着这个方向,你的宽是这个方向,你的尖,尖和宽是同向的,我们说的。
[00:02:04.480 --> 00:02:06.260] 你主要这收窄了,你上肢就收窄了。
[00:02:06.660 --> 00:02:07.420] 沿着这个方向来。
[00:02:08.200 --> 00:02:10.320] 你的脚侧了之后不要往外翻。
[00:02:10.780 --> 00:02:11.500] 这个方向,对。
[00:02:11.940 --> 00:02:13.440] 这感觉,来,试一下。
[00:02:15.640 --> 00:02:16.140] 走。
[00:02:17.120 --> 00:02:21.900] 右眼,右眼,你最后看你是通过这个旋转的力量,这个脚完全翻出去了。
[00:02:26.660 --> 00:02:27.720] 右眼呢,我们这个脚也是。
[00:02:27.880 --> 00:02:29.480] 稍微对框。
[00:02:30.480 --> 00:02:32.760] 这个脚对框,朝前,朝前走,朝前走。
[00:02:33.120 --> 00:02:34.760] 再往内走一点,对,这个感觉。
[00:02:35.680 --> 00:02:37.680] 然后你最后不要去做旋转,主要是。
[00:02:38.740 --> 00:02:41.780] 主要是让你的肩不要去往左旋。
[00:02:42.240 --> 00:02:44.120] 肩往前走,肩往前走。
[00:02:44.600 --> 00:02:46.680] 你推往前推都可以,不要去旋转。
[00:02:47.280 --> 00:02:48.720] 这下试一下,感觉一下。
[00:02:50.120 --> 00:02:52.320] 往这个方向推出去,往右肩上推出去。
[00:02:52.920 --> 00:02:54.160] 试一下,右肩上推出去。
[00:02:55.260 --> 00:02:57.160] 把你的手这一侧伸向篮筐。
[00:02:57.880 --> 00:03:00.380] 左脚不要翻,左脚容易翻,你就旋过去了。
[00:03:00.680 --> 00:03:04.580] 你的宽最后还是稳定的,你在空中宽是稳定的,肩是稳定的。
[00:03:04.580 --> 00:03:05.080] 好,来。
[00:03:05.780 --> 00:03:06.280] 来。
[00:03:06.680 --> 00:03:07.780] 稳定走,对。
[00:03:08.980 --> 00:03:10.080] 好,下一个,下一个。
[00:03:18.880 --> 00:03:23.780] 刚刚说你视频分析你主要问题就是蹬身不完整,脚下不怎么蹬。
[00:03:24.080 --> 00:03:27.280] 你尽量把自己感觉跳起来,离地,稍微离地都可以。
[00:03:27.280 --> 00:03:29.780] 稍微离地然后把躯干打开这下。
[00:03:29.780 --> 00:03:33.280] 一样的,右脚略朝前一点,刚才你的站姿对,这下。
[00:03:33.280 --> 00:03:35.280] 来,把脚蹬起来。
[00:03:37.280 --> 00:03:40.280] 右脚略在前,你更好地顶出去,右脚略在前,这下看。
[00:03:40.280 --> 00:03:42.780] 对,它略在前,然后你下去,屁股下去。
[00:03:42.780 --> 00:03:45.780] 最后,顶在这里,看,撑开这下。
[00:03:45.780 --> 00:03:48.780] 把你屁股顶出去,顶出去,对,这下,可以。
[00:03:48.780 --> 00:03:50.780] 对,这下可以。
[00:03:50.780 --> 00:03:52.780] 对,这下可以。
[00:03:52.780 --> 00:03:54.780] 对,这下可以。
[00:03:54.780 --> 00:03:55.280] 对,这下可以。
[00:03:55.280 --> 00:03:55.780] 对,这下可以。
[00:03:55.780 --> 00:03:56.280] 对,这下可以。
[00:03:56.280 --> 00:03:56.780] 对,这下可以。
[00:03:56.780 --> 00:04:00.280] 刚刚说你的问题是站距太宽,其实整体结构还比较好。
[00:04:00.280 --> 00:04:02.280] 你是左眼还是右眼?
[00:04:02.280 --> 00:04:05.780] 你把这个脚往前走一点点就好了,对。
[00:04:05.780 --> 00:04:08.780] 往前走一点,然后你的站距收窄,站距收窄。
[00:04:08.780 --> 00:04:11.780] 收窄,然后脚踝快速展开,对。
[00:04:11.780 --> 00:04:18.780] 可以,所以你的脚踝一定要积极,支撑,马上发力,对,支撑马上发力,漂亮。
[00:04:18.780 --> 00:04:20.780] 没事,你头,你头。
[00:04:20.780 --> 00:04:26.780] 这是右眼吗,左眼?
[00:04:26.780 --> 00:04:27.280] 左眼。
[00:04:27.280 --> 00:04:32.780] 左眼,你最后看,有一个这个习惯,往这边找这个习惯。
[00:04:32.780 --> 00:04:35.780] 你左眼的话,需要侧身一些,侧一些。
[00:04:35.780 --> 00:04:38.780] 这是脚尖,往这边对,不要外八。
[00:04:38.780 --> 00:04:42.780] 不要外八,对,这个往后侧一点,往后扯,左脚往后扯,对。
[00:04:42.780 --> 00:04:44.780] 然后这个感觉,这个感觉。
[00:04:44.780 --> 00:04:49.780] 左眼拉到你的最后右手,最后这个方向看,切向篮筐。
[00:04:49.780 --> 00:04:52.780] 切向篮筐,不要转,不用转,不用转,头是正的。
[00:04:52.780 --> 00:04:55.780] 测试,头在这边,看,这样看。
[00:04:55.780 --> 00:04:58.780] 把你的虎口内侧看,拉向篮筐。
[00:04:58.780 --> 00:05:01.780] 这个方向拉向,有时候是这样的,这样撇过来的。
[00:05:01.780 --> 00:05:05.780] 往这样拉,拉出去看,左眼往这个方向拉。
[00:05:05.780 --> 00:05:10.780] 对,侧身,左肩后收一点,对,这下,来,出来。
[00:05:10.780 --> 00:05:13.780] 拉直,拉直,稳定。
[00:05:13.780 --> 00:05:17.780] 右眼的还好,你就是右脚略朝前,你右脚有时候会朝外。
[00:05:17.780 --> 00:05:19.780] 朝外,吸内扣这下。
[00:05:19.780 --> 00:05:23.780] 做一点内收。
[00:05:23.780 --> 00:05:25.780] 右脚再朝前一点可以。
[00:05:25.780 --> 00:05:28.780] 感觉,然后,你去坐,坐一些。
[00:05:28.780 --> 00:05:31.780] 对,这一下,这一下,膝盖稳定,你容易看。
[00:05:31.780 --> 00:05:32.780] 这样持续往前跪。
[00:05:32.780 --> 00:05:34.780] 屁股,屁股多一点,屁股带膝。
[00:05:34.780 --> 00:05:37.780] 对,这下,看速看,下去,起来,这一下就够了。
[00:05:37.780 --> 00:05:44.780] 脚踝,蹬,你脚,前脚掌要做支撑,膝和前脚掌要做支撑,这下,马上起来。
[00:05:44.780 --> 00:05:47.780] 因为你的背躯看,太深了,就蹬不起来。
[00:05:47.780 --> 00:05:54.780] 让你脚脱后了,我们,我们背躯浅一点,这下看,马上把自己弹开。
[00:05:54.780 --> 00:05:56.780] 脚踝弹开那下。
[00:05:56.780 --> 00:05:59.780] 球不用太低,高一点点都可以啊。
[00:05:59.780 --> 00:06:01.780] 收。
[00:06:01.780 --> 00:06:02.780] 走。
[00:06:02.780 --> 00:06:06.780] 可以通过脚踝吸,把自己绿网往后撑开。
[00:06:06.780 --> 00:06:09.780] 屈,对,这下走,你的重心在后脚跟。
[00:06:09.780 --> 00:06:11.780] 坐下去,先坐下去。
[00:06:11.780 --> 00:06:12.780] 然后前脚上直升起来。
[00:06:12.780 --> 00:06:15.780] 对,这下,直升起来,往后,然后深吸往后。
[00:06:15.780 --> 00:06:16.780] 往后走一点,对。
[00:06:16.780 --> 00:06:18.780] 往后走一点,对,这下。
[00:06:18.780 --> 00:06:23.780] 再感受一下,我们来,收,拉,把自己跳起来,蹬走,收拉蹬,走。
[00:06:23.780 --> 00:06:25.780] 还可以,OK。
