# Transcript: douyin_7218037631957929220

- URL: https://www.douyin.com/video/7218037631957929220
- Title: 2.3万 相对高效的下肢发力模型，上肢发力存在明显短板！黄宇军投篮技术深度解析 #黄宇军 #waveball
- Published at: 2023-04-04 11:52:27+0800
- Generated at: 2026-06-12T17:51:35.024937+00:00
[00:02:02.880 --> 00:02:08.000] 他常会通过向左侧伸来修正投篮手手肘,向右所造成的上置力线的偏移。
[00:02:08.300 --> 00:02:14.440] 但黄宇军投篮的直线发力基础还不够稳固,有时,他的投篮脚部位调整到位,侧伸不够。
[00:02:14.700 --> 00:02:19.820] 手肘外翻对上置力线的扰动会频繁暴露,最常见的就是投篮手手臂伸展时。
[00:02:20.080 --> 00:02:24.420] 手肘带动手指向左拨球,在本人录制的约2小时的素材中,
[00:02:24.680 --> 00:02:29.540] 在未投进的球中,约80%的方向性偏移都是向篮筐的左侧。
[00:02:29.800 --> 00:02:33.900] 力线的偏移不但造成方向的不稳定,也会导致力量传导的低效。
[00:02:33.900 --> 00:02:40.040] 很多优秀射手也会有手肘明显外翻的情况,像达米安利拉德,他是用大幅度侧伸来修正。
[00:02:40.300 --> 00:02:47.220] 像雷基米勒、雷阿伦都是通过辅助手的拇指向右拨球,来修正投篮手手肘外翻造成的弹道偏移。
[00:02:47.460 --> 00:02:55.400] 值得一提的是黄宇军常用来制造节目效果的背投,在他的背投中,从右侧起球,右肩上出手。
[00:02:55.660 --> 00:03:00.260] 手肘是明显内收正对篮筐的,这正是一个稳定的直线发力模型。
[00:03:00.520 --> 00:03:03.080] 最后是黄宇军投篮上肢的末端发力部分,
[00:03:03.340 --> 00:03:03.860] 在他投篮上,
[00:03:04.160 --> 00:03:06.460] 在他投篮上的上肢发力点,手腕不但没有后曲,
[00:03:06.720 --> 00:03:08.500] 而是反常规的小幅度前曲。
[00:03:08.760 --> 00:03:14.140] 他会主动用手指发力拨球,也就是我们前期解读过的用手指发力主导的压腕。
[00:03:14.400 --> 00:03:17.980] 这样的方式压腕拨指不充分,会更多的向前投篮。
[00:03:18.240 --> 00:03:23.360] 这会压低投篮的弧度,篮球难以获得较高的转速,由于上肢的主动向前发力。
[00:03:23.620 --> 00:03:31.040] 黄宇军投篮出手后,躯干会略略向前倾,而顶级的优秀射手,在投篮时都是充分向上后再顺势向前发力。
[00:03:31.040 --> 00:03:33.600] 出手后躯干都是呈现略厚仰的姿态。
[00:03:33.860 --> 00:03:39.740] 同样的末端的主动发力也会导致方向控制的难度加大,进一步降低力量传导的效率。
[00:03:40.000 --> 00:03:41.800] 在黄宇军的中近距离投篮中,
[00:03:42.040 --> 00:03:45.880] 可以频繁看到压腕不充分,或来不及压腕拨球的情况。
[00:03:46.140 --> 00:03:53.060] 而在上肢发力模型方面,本场与他切磋的重庆智简园,他的上肢发力模型则更加高效稳定。
[00:03:53.320 --> 00:03:57.660] 他习惯偏身体右侧起球,偏右肩出手,投篮手手肘轻微外翻。
[00:03:57.660 --> 00:04:03.800] 投篮的直线发力基础就更加稳固,用手掌触球起球即出手,用手掌来主导压腕拨制。
[00:04:04.060 --> 00:04:09.440] 力量传导更流畅,压腕拨制比较充分,出手后投篮手手指会自然直向地面。
