# Transcript: douyin_7370034447661534473

- URL: https://www.douyin.com/video/7370034447661534473
- Title: 3817 解读雷阿伦如何塑造青少年投篮，含本人实操案例！ #投篮教学 #雷阿伦 #waveball #投篮矫正
- Published at: 2024-05-18 02:17:44+0800
- Generated at: 2026-06-12T17:39:25.321458+00:00
[00:02:19.000 --> 00:02:20.000] 看他们怎么持球
[00:02:20.000 --> 00:02:21.000] 因为很多时候
[00:02:21.000 --> 00:02:24.000] 他们就把球放在手上
[00:02:24.000 --> 00:02:25.000] 所以记住
[00:02:25.000 --> 00:02:28.000] 我会把球放在手上
[00:02:28.000 --> 00:02:30.000] 然后把球放在手上
[00:02:30.000 --> 00:02:31.000] 你从这里开始
[00:02:31.000 --> 00:02:32.000] 就不会打球
[00:02:43.000 --> 00:02:44.000] 我说
[00:02:44.000 --> 00:02:45.000] 我给你打球
[00:02:45.000 --> 00:02:46.000] 你不要打球在这里
[00:02:46.000 --> 00:02:47.000] 所以当你打球
[00:02:47.000 --> 00:02:48.000] 最后一件事就是
[00:02:48.000 --> 00:02:50.000] 你手就会被打掉
[00:02:50.000 --> 00:02:52.000] 有些人是很坏的打球手
[00:02:52.000 --> 00:02:54.000] 因为他们把球放在这里
[00:02:54.000 --> 00:02:56.000] 然后它就会一直打到这里
[00:02:56.000 --> 00:02:57.000] 一直到这里
[00:02:57.000 --> 00:02:58.000] 现在我只要
[00:02:58.000 --> 00:02:59.000] 让他们听到
[00:02:59.000 --> 00:03:00.000] 他们的动作都已经在这里
[00:03:00.000 --> 00:03:01.000] 他们没有触碰
[00:03:01.000 --> 00:03:02.000] 他们就要推
[00:03:02.000 --> 00:03:03.000] 就是这样
[00:03:03.000 --> 00:03:04.000] 所以它就会在这里
[00:03:04.000 --> 00:03:07.000] 就像他们在推
[00:03:07.000 --> 00:03:08.000] 用手把球放在手上
[00:03:08.000 --> 00:03:09.000] 它就不会在他们的手上
[00:03:09.000 --> 00:03:10.000] 它就不会在他们的手上
[00:03:10.000 --> 00:03:11.000] 此处很多人会有疑问
[00:03:11.000 --> 00:03:12.000] 他们认为
[00:03:12.000 --> 00:03:13.000] 利拉德就是手掌
[00:03:13.000 --> 00:03:14.000] 发力出手的类型
[00:03:14.000 --> 00:03:15.000] 而利拉德同样也是
[00:03:15.000 --> 00:03:16.000] 手指接球
[00:03:16.000 --> 00:03:17.000] 在起球到出手过程中
[00:03:17.000 --> 00:03:18.000] 会从手掌到指尖
[00:03:18.000 --> 00:03:19.000] 完成一个过渡
[00:03:19.000 --> 00:03:20.000] 而他同样也是
[00:03:20.000 --> 00:03:21.000] 手掌发力出手的类型
[00:03:21.000 --> 00:03:22.000] 而利拉德同样也是
[00:03:22.000 --> 00:03:23.000] 手指接球
[00:03:23.000 --> 00:03:24.000] 在起球到出手过程中
[00:03:24.000 --> 00:03:25.000] 会从手掌到指尖
[00:03:25.000 --> 00:03:26.000] 完成一个过渡
[00:03:26.000 --> 00:03:27.000] 而他同样也是
[00:03:27.000 --> 00:03:29.000] 指尖充分拨球的类型
[00:03:39.000 --> 00:03:40.000] 很多小球员
[00:03:40.000 --> 00:03:41.000] 以及一些成年人
[00:03:41.000 --> 00:03:42.000] 为了投得更远
[00:03:42.000 --> 00:03:43.000] 他们用手掌接球
[00:03:43.000 --> 00:03:45.000] 手掌推球
[00:03:46.000 --> 00:03:47.000] 这会带来一系列问题
[00:03:47.000 --> 00:03:49.000] 带动了身体重心的前倾
[00:03:49.000 --> 00:03:50.000] 压低了投篮弧度
[00:03:50.000 --> 00:03:52.000] 没有充分地拨球
[00:03:52.000 --> 00:03:54.000] 球在空中是一个飘浮的状态
[00:03:54.000 --> 00:03:55.000] 球的旋转的状态
[00:03:55.000 --> 00:03:56.000] 比较弱
[00:03:56.000 --> 00:03:58.000] 这类似于近距离的抛投技术
[00:03:58.000 --> 00:04:00.000] 想要在远距离保持稳定的命中
[00:04:00.000 --> 00:04:01.000] 就需要充分地拨球
[00:04:01.000 --> 00:04:04.000] 手指精准地控制形成篮球的高弧度
[00:04:04.000 --> 00:04:05.000] 与强后旋
[00:04:05.000 --> 00:04:07.000] 当然有些投球员
[00:04:07.000 --> 00:04:08.000] 例如迈克·顿利维
[00:04:08.000 --> 00:04:09.000] 丶丹米尔·利勒尔
[00:04:09.000 --> 00:04:11.000] 他们都投球在手掌上
[00:04:11.000 --> 00:04:12.000] 但我看了他们所有的投球
[00:04:12.000 --> 00:04:13.000] 有些投球者在手掌上
[00:04:13.000 --> 00:04:14.000] 他们都要这样做
[00:04:14.000 --> 00:04:15.000] 因为他们要真的投球
[00:04:15.000 --> 00:04:16.000] 他们真的能够做到
[00:04:16.000 --> 00:04:17.000] 他们真的能够做到
[00:04:17.000 --> 00:04:18.000] 所以我不想每个人
[00:04:18.000 --> 00:04:19.000] 都要投球像我
[00:04:19.000 --> 00:04:20.000] 但是我成功了
[00:04:20.000 --> 00:04:24.000] 因为我重复了这些同样的习惯
[00:04:24.000 --> 00:04:25.000] 这里需要强调的是
[00:04:25.000 --> 00:04:27.000] 在手部的完整发力中
[00:04:27.000 --> 00:04:29.000] 都会有一个空手心的阶段
[00:04:29.000 --> 00:04:30.000] 不必刻意去追求
[00:04:30.000 --> 00:04:31.000] 像雷阿伦手大
[00:04:31.000 --> 00:04:32.000] 上肢发力点较高
[00:04:32.000 --> 00:04:34.000] 他的手心自然空出更多
[00:04:34.000 --> 00:04:36.000] 像库里欧文手小
[00:04:36.000 --> 00:04:38.000] 他的上肢发力点更低
[00:04:38.000 --> 00:04:40.000] 所以手心自然空出更少
[00:04:40.000 --> 00:04:44.000] 我每次参加三分赛
[00:04:44.000 --> 00:04:46.000] 我都没有打三分赛
[00:04:46.000 --> 00:04:47.000] 我只会去打自由投赛
[00:04:47.000 --> 00:04:49.000] 打自由投赛就能够开场
[00:04:49.000 --> 00:04:50.000] 我都在工作
[00:04:50.000 --> 00:04:51.000] gettin good
[00:04:51.000 --> 00:04:52.000] otherwhere
[00:04:52.000 --> 00:04:53.000] otherwhere
[00:04:53.000 --> 00:04:54.000] otherwhere
[00:04:54.000 --> 00:04:55.000] otherwhere
[00:04:55.000 --> 00:04:56.000] otherwhere
[00:04:56.000 --> 00:04:57.000] otherwhere
[00:04:57.000 --> 00:04:58.000] otherwhere
[00:04:58.000 --> 00:04:59.000] otherwhere
[00:04:59.000 --> 00:05:00.000] otherwhere
[00:05:00.000 --> 00:05:01.000] otherwhere
[00:05:01.000 --> 00:05:02.000] otherwhere
[00:05:02.000 --> 00:05:03.000] otherwhere
[00:05:03.000 --> 00:05:04.000] otherwhere
[00:05:04.000 --> 00:05:05.000] otherwhere
[00:05:05.000 --> 00:05:06.000] otherwhere
[00:05:06.000 --> 00:05:07.000] otherwhere
[00:05:07.000 --> 00:05:08.000] otherwhere
[00:05:08.000 --> 00:05:09.000] otherwhere
[00:05:09.000 --> 00:05:10.000] otherwhere
[00:05:10.000 --> 00:05:11.000] otherwhere
[00:05:11.000 --> 00:05:12.000] otherwhere
[00:05:12.000 --> 00:05:13.000] otherwhere
[00:05:13.000 --> 00:05:14.000] otherwhere
[00:05:14.000 --> 00:05:15.000] otherwhere
[00:05:15.000 --> 00:05:16.000] otherwhere
[00:05:16.000 --> 00:05:17.000] otherwhere
[00:05:17.000 --> 00:05:18.000] otherwhere
[00:05:18.000 --> 00:05:19.000] otherwhere
[00:05:19.000 --> 00:05:20.000] otherwhere
[00:05:20.000 --> 00:05:22.160] 正如雷亚伦最后的总结
[00:05:22.160 --> 00:05:23.280] 把你的起跳高度
[00:05:23.280 --> 00:05:25.020] 与上肢的四方脸相匹配
[00:05:25.020 --> 00:05:26.880] 就能找到流畅的发力节奏
[00:05:26.880 --> 00:05:28.760] 由于运动能力的差异
[00:05:28.760 --> 00:05:29.820] 有的人能匹配到
[00:05:29.820 --> 00:05:31.160] 两段式的制空跳投
[00:05:31.160 --> 00:05:32.480] 有的人则更适合
[00:05:32.480 --> 00:05:33.400] 一段式的投篮
[00:05:33.400 --> 00:05:34.460] 而流畅的发力
[00:05:34.460 --> 00:05:35.440] 与精准的控制
[00:05:35.440 --> 00:05:37.100] 这两大基础则是共性
[00:05:50.000 --> 00:06:19.980] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
[00:06:20.000 --> 00:06:49.980] 感谢观看
