# Transcript: douyin_7155818524966014245

- URL: https://www.douyin.com/video/7155818524966014245
- Title: 5331 玄学？骗局？网友质疑嘲讽“筋膜训练”，张伟丽评价“筋膜训练”及训练感受！#张伟丽 #筋膜训练 #投篮教学
- Published at: 2022-10-18 19:50:33+0800
- Generated at: 2026-06-12T18:01:13.485257+00:00
[00:01:48.580 --> 00:01:50.240] 就做一个筋膜测试的时候
[00:01:50.240 --> 00:01:50.800] 那个时候
[00:01:50.800 --> 00:01:53.520] 我就是小腿的感觉特别多
[00:01:53.520 --> 00:01:54.780] 臀部也有一点点
[00:01:54.780 --> 00:01:56.860] 然后谢老师说
[00:01:56.860 --> 00:01:58.040] 慢慢的话
[00:01:58.040 --> 00:01:59.460] 你的腹部会有感觉的
[00:01:59.460 --> 00:01:59.960] 我就想
[00:01:59.960 --> 00:02:01.720] 我的腹部怎么能有感觉
[00:02:01.720 --> 00:02:02.340] 我跳
[00:02:02.340 --> 00:02:04.420] 我练单腿跳和双腿跳
[00:02:04.420 --> 00:02:05.860] 我的腹部怎么可能有感觉
[00:02:05.860 --> 00:02:07.460] 因为我是用腿跳啊
[00:02:07.460 --> 00:02:08.620] 臀部有感觉我相信
[00:02:08.620 --> 00:02:10.280] 但是腹部怎么可能有感觉呢
[00:02:10.280 --> 00:02:12.740] 然后就在前段时间
[00:02:12.740 --> 00:02:14.840] 然后我的腹部开始有了感觉了
[00:02:14.840 --> 00:02:16.200] 就是刚开始的时候是
[00:02:16.200 --> 00:02:18.120] 腹部呢就像
[00:02:18.120 --> 00:02:21.360] 就里面就是在肌肉的外面
[00:02:21.360 --> 00:02:23.100] 就像有一层网一样
[00:02:23.100 --> 00:02:23.680] 特别紧
[00:02:23.680 --> 00:02:26.220] 然后那个感觉
[00:02:26.220 --> 00:02:28.920] 有了但是不是特别明显
[00:02:28.920 --> 00:02:29.960] 但是在最近的话
[00:02:29.960 --> 00:02:31.580] 我腹部感觉特别明显
[00:02:31.580 --> 00:02:32.980] 我做很多动作的时候
[00:02:32.980 --> 00:02:36.240] 都是腹部的感觉特别特别多
[00:02:36.240 --> 00:02:37.000] 然后就是
[00:02:37.000 --> 00:02:39.900] 真的是就是像谢老师说的那样
[00:02:39.900 --> 00:02:41.940] 就是身体就连接起来了
[00:02:41.940 --> 00:02:43.820] 然后包括现在身体的移动啊
[00:02:43.820 --> 00:02:45.400] 然后整体啊
[00:02:45.400 --> 00:02:47.660] 这种感觉比以前好了太多太多了
[00:02:47.660 --> 00:02:49.300] 有的人你看特别瘦
[00:02:49.300 --> 00:02:50.140] 然后瘦的话
[00:02:50.140 --> 00:02:52.300] 有的人你别看他瘦
[00:02:52.300 --> 00:02:53.560] 他那个筋膜连接好的话
[00:02:53.560 --> 00:02:54.960] 会非常非常有力量
[00:02:54.960 --> 00:02:57.300] 还有一个我训练的感受是什么呢
[00:02:57.300 --> 00:02:57.740] 就是说
[00:02:57.740 --> 00:03:00.000] 就是以前的时候我很结实
[00:03:00.000 --> 00:03:00.540] 我很壮
[00:03:00.540 --> 00:03:01.240] 然后就是
[00:03:01.580 --> 00:03:03.980] 练不管是做力量训练
[00:03:03.980 --> 00:03:05.360] 还是这个打靶啊
[00:03:05.360 --> 00:03:07.360] 还是这个实战啊
[00:03:07.360 --> 00:03:08.540] 都是用肌肉主导的
[00:03:08.540 --> 00:03:11.060] 就是体能会很消耗特别快
[00:03:11.060 --> 00:03:13.540] 可能两三个回合就特别特别累
[00:03:13.540 --> 00:03:15.560] 但是慢慢的练了筋膜的训练以后
[00:03:15.560 --> 00:03:19.640] 就感觉慢慢就要用那个就是肌肉主导
[00:03:19.640 --> 00:03:20.920] 变成筋膜主导
[00:03:20.920 --> 00:03:23.080] 然后就感觉自己的耐力比以前好了
[00:03:23.080 --> 00:03:24.920] 非常非常多
[00:03:24.920 --> 00:03:27.920] 而且会有一种越打越有劲的感觉
[00:03:27.920 --> 00:03:28.220] 对
[00:03:28.220 --> 00:03:31.560] 所以我觉得特别感谢谢老师
[00:03:31.580 --> 00:03:32.580] 谢谢
