# Transcript: douyin_7194670421717847355

- URL: https://www.douyin.com/video/7194670421717847355
- Title: 9936 为何都说他才是今年CBA准状元！总决赛邹阳与陈国豪赛场表现完整解读！ #邹阳 #陈国豪 #cba选秀
- Published at: 2023-01-31 12:35:45+0800
- Generated at: 2026-06-12T17:56:13.161997+00:00
[00:01:58.540 --> 00:02:01.100] 清华在外线持续传导,拉开空间后,
[00:02:01.540 --> 00:02:03.100] 球传到了内线的钟晓阳,
[00:02:03.560 --> 00:02:07.360] 由于失位和身高差距明显,陈国豪再次送上犯规。
[00:02:08.660 --> 00:02:11.980] 邹洋发底线球找到中锋,打了一个区域的小配合,
[00:02:12.420 --> 00:02:16.080] 邹洋得到了空位三分的机会,出手投篮偏出。
[00:02:17.080 --> 00:02:19.820] 此处我们也对邹洋的投篮做简要分析,
[00:02:20.320 --> 00:02:22.840] 邹洋接球后,陈球与将中心同步,
[00:02:23.020 --> 00:02:25.960] 奔力的同时起球,上下之势协同,
[00:02:25.980 --> 00:02:28.740] 整体的发力节奏问题不大,
[00:02:29.040 --> 00:02:32.580] 问题在于他投篮时,投篮手手肘的明显外翻,
[00:02:33.180 --> 00:02:35.420] 常用到无名指小拇指来播球,
[00:02:35.820 --> 00:02:37.820] 难以做到投篮手的直线发力,
[00:02:38.480 --> 00:02:40.600] 频繁影响他的方向控制,
[00:02:41.300 --> 00:02:44.580] 尤其在远距离投篮时,此问题更容易暴露。
[00:02:44.740 --> 00:02:47.320] 回到比赛,广东工业大学前场传导,
[00:02:47.660 --> 00:02:49.760] 找到陈国豪,陈国豪转身三分,
[00:02:50.040 --> 00:02:51.400] 邹洋补防打手犯规。
[00:02:52.340 --> 00:02:53.720] 来到清华的进攻会合,
[00:02:53.720 --> 00:02:55.960] 王岚清激励传球给到丢底,
[00:02:55.980 --> 00:02:59.760] 陈国豪再次赔上犯规,身上已累积三犯。
[00:03:01.260 --> 00:03:04.640] 下个回合又是王岚清与邹洋这对老搭档的配合,
[00:03:05.180 --> 00:03:07.820] 邹洋传球给顺下的王岚清,上篮得分。
[00:03:08.800 --> 00:03:10.720] 上半场结束,我们来到下半场,
[00:03:10.820 --> 00:03:12.920] 双方换边,邹洋顶壶持球,
[00:03:13.280 --> 00:03:16.680] 向右路突破,假转身,漂亮的脚步,打板得分。
[00:03:18.100 --> 00:03:19.680] 广东工业大学前场进攻,
[00:03:19.800 --> 00:03:22.980] 周子源抛投不进,邹洋拿下篮板推进快攻,
[00:03:23.240 --> 00:03:25.140] 找到快下的王岚清,
[00:03:25.140 --> 00:03:26.580] 造成了对手的犯规。
[00:03:27.460 --> 00:03:30.660] 陈国豪与邵伟云挡拆配合,形成错位防守,
[00:03:30.740 --> 00:03:35.000] 陈国豪接球大打小,中纪律选择了抛投,投篮偏出。
[00:03:35.240 --> 00:03:37.160] 还是广东工业大学的金融回合,
[00:03:37.360 --> 00:03:40.720] 高一峰不看人传球,邹洋伸出长臂将球没收,
[00:03:40.940 --> 00:03:42.440] 最后快速推进到前场。
[00:03:43.080 --> 00:03:47.060] 仍然是高一峰控球,陈国豪顺下面对邹洋的防守,
[00:03:47.160 --> 00:03:48.840] 接球投篮,大幅偏出。
[00:03:49.480 --> 00:03:52.280] 换到清华的进攻,邹洋接球后突破右路,
[00:03:52.280 --> 00:03:55.360] 拉杆上篮,速度与灵活性俱佳。
[00:03:56.120 --> 00:03:57.400] 还是清华的进攻,
[00:03:57.920 --> 00:04:01.240] 邹洋突破后分球,助攻空位的温松得分。
[00:04:02.520 --> 00:04:04.320] 来到广东工业大学的进攻,
[00:04:04.560 --> 00:04:07.900] 吴建豪抛投无尽,陈国豪抓下前场篮板,
[00:04:08.400 --> 00:04:12.000] 接到回传后对抗上篮,造成钟晓阳的犯规。
[00:04:15.060 --> 00:04:18.900] 在本场比赛中,陈国豪与邹洋的罚球表现都还不错。
[00:04:20.180 --> 00:04:22.240] 邹洋持球,观察防守。
[00:04:22.540 --> 00:04:25.600] 发现漏洞,突入禁区,抛投得分。
[00:04:27.400 --> 00:04:30.720] 周泽元持球突破,发现机会,激励传球。
[00:04:30.980 --> 00:04:33.280] 陈国豪强势上篮,造成2加1。
[00:04:34.820 --> 00:04:40.200] 清华大学发球,广东工业大学发动全场紧闭,造成邹洋的传球失误。
[00:04:40.720 --> 00:04:42.760] 刘邝南助攻,邵伟云得分。
[00:04:44.560 --> 00:04:48.140] 继续传球给邹洋,邹洋接球后果断突入禁区,
[00:04:48.400 --> 00:04:50.700] 周泽元对邹洋的投篮犯规。
[00:04:52.280 --> 00:04:58.420] 温松投篮不中,邹洋抢下前场篮板,又一次漂亮的转身,上篮得分。
[00:04:59.960 --> 00:05:05.600] 广东工业大学这边把球交给陈国豪,陈国豪面对温松的防守,选择了抛投不中。
[00:05:05.840 --> 00:05:10.960] 有趣的是陈国豪投篮时习惯是左手,而在抛投时却常用右手。
[00:05:11.220 --> 00:05:16.860] 下面来到了本场最具争议的时刻,王岚清三分不中,冲抢到前场篮板后,
[00:05:17.120 --> 00:05:21.460] 上步与陈国豪对抗,裁判享受,吹发陈国豪防守犯规。
[00:05:21.720 --> 00:05:22.240] 第四节评论,
[00:05:22.480 --> 00:05:28.940] 比赛还剩8分06秒,陈国豪午饭离场,他在本场比赛中得到14分2篮板。
[00:05:29.200 --> 00:05:35.080] 而此时邹洋的数据是14分6篮板,广东工业大学继续进攻。
[00:05:35.340 --> 00:05:39.440] 邵伟云持球突破,邹洋利用长臂将球断下。
[00:05:39.680 --> 00:05:44.800] 邹洋2米13的臂展在进攻与防守端都有着非常明显的优势。
[00:05:46.600 --> 00:05:49.680] 广东工业大学的外线命中率也逐渐下降。
[00:05:52.280 --> 00:05:55.860] 而邹洋在广东工业内线打得却愈发轻松。
[00:05:56.120 --> 00:06:00.720] 心态放松下来开始尝试三分球。
[00:06:00.980 --> 00:06:07.120] 这一球还是手肘外翻的问题,又是无名指与小拇指的拨球导致了
[00:06:07.380 --> 00:06:08.660] 方向的严重偏出。
[00:06:08.920 --> 00:06:15.060] 而邹洋突破分球的能力则是他进攻端的一大亮点。
[00:06:15.320 --> 00:06:21.200] 继续看清华的进攻,王岚清传球失误,而随后邹洋将球回抢。
[00:06:21.200 --> 00:06:24.780] 面对内线防守时,邹洋选择了制空闪躲。
[00:06:25.040 --> 00:06:28.120] 邹洋的核心力量与对抗能力还需加强。
[00:06:28.360 --> 00:06:30.420] 又是清华区域的多打少。
[00:06:30.680 --> 00:06:32.980] 邹洋再次获得空位投篮的机会。
[00:06:33.240 --> 00:06:36.300] 这次他调高了投篮弧度,三分空心命中。
[00:06:36.820 --> 00:06:40.920] 邹洋在进攻端持续得分,维持着清华大学的领先优势。
[00:06:41.420 --> 00:06:45.520] 最终清华大学也以86比82战胜广东工业大学。
[00:06:45.780 --> 00:06:50.380] 邹洋个人得到了25分10篮板4助攻3抢断的全面数据。
[00:06:50.380 --> 00:06:53.700] 他个人也拿到了总决赛的最有价值球员。
