# Transcript: douyin_7259603187802426679

- URL: https://www.douyin.com/video/7259603187802426679
- Title: 共创 1.2万 投篮精英化/人球合一，如何像库里一样持球投篮！ #投篮优化 #投篮矫正 #库里
- Published at: 2023-07-25 12:08:02+0800
- Generated at: 2026-06-12T17:45:44.547216+00:00
[00:01:38.020 --> 00:01:38.200] 好。
[00:01:38.200 --> 00:01:38.660] 好。
[00:01:38.660 --> 00:01:39.060] 好。
[00:01:39.060 --> 00:01:39.460] 好。
[00:01:39.460 --> 00:01:39.700] 好。
[00:01:39.700 --> 00:01:40.220] 好。
[00:01:40.220 --> 00:01:40.600] 好。
[00:01:40.600 --> 00:01:40.960] 好。
[00:01:40.960 --> 00:01:41.580] 好。
[00:01:41.580 --> 00:01:42.020] 好。
[00:01:42.020 --> 00:01:42.400] 好。
[00:01:42.400 --> 00:01:43.040] 好。
[00:01:43.040 --> 00:01:43.420] 好。
[00:01:43.420 --> 00:01:43.660] 好。
[00:01:43.660 --> 00:01:44.000] 好。
[00:01:44.000 --> 00:01:44.100] 好。
[00:01:44.100 --> 00:01:44.440] 好。
[00:01:44.440 --> 00:01:44.500] 好。
[00:01:44.500 --> 00:01:44.920] 好。
[00:01:44.920 --> 00:01:45.120] 好。
[00:01:45.120 --> 00:01:45.500] 好。
[00:01:45.500 --> 00:01:45.620] 好。
[00:01:45.620 --> 00:01:46.000] 好。
[00:01:46.000 --> 00:01:46.300] 好。
[00:01:46.300 --> 00:01:46.620] 好。
[00:01:46.620 --> 00:01:46.980] 好。
[00:01:46.980 --> 00:01:47.300] 好。
[00:01:47.300 --> 00:01:48.680] 好。
[00:01:48.680 --> 00:01:50.120] 我跟他们讲的一样
[00:01:50.120 --> 00:01:51.840] 每次尽量去把脚探出来
[00:01:51.840 --> 00:01:53.100] 接近球
[00:01:53.100 --> 00:01:53.980] 你合那一步
[00:01:53.980 --> 00:01:54.660] 对 脚
[00:01:54.660 --> 00:01:56.080] 对 这一步可以走了
[00:01:56.080 --> 00:01:57.320] 你这个扶手手过来
[00:01:57.320 --> 00:01:58.980] 这个脚就跟了呀
[00:01:58.980 --> 00:02:00.380] 直接脚步在
[00:02:00.380 --> 00:02:01.860] 合 走 对
[00:02:01.860 --> 00:02:04.820] 刚才那个重心很好
[00:02:04.820 --> 00:02:05.620] 只是有点慢
[00:02:05.620 --> 00:02:09.480] 相当于那个轨迹是
[00:02:09.480 --> 00:02:11.120] 绕着你这儿在走
[00:02:11.120 --> 00:02:12.220] 轨迹尽量是
[00:02:12.220 --> 00:02:13.340] 找我们这里
[00:02:13.340 --> 00:02:14.060] 找我们这里
[00:02:14.060 --> 00:02:15.900] 直接能合着走的 对
[00:02:15.900 --> 00:02:20.260] 可以 这个顺
[00:02:20.260 --> 00:02:23.280] 这个绕球相对丝滑一些
[00:02:23.280 --> 00:02:23.640] 这里
[00:02:23.640 --> 00:02:25.620] 相当于拉的比较
[00:02:25.620 --> 00:02:27.100] 对 有力
[00:02:27.100 --> 00:02:28.520] 可以
[00:02:28.520 --> 00:02:34.960] 漂亮
[00:02:34.960 --> 00:02:38.100] 有这个感觉
[00:02:38.100 --> 00:02:40.020] 又掉了
[00:02:40.020 --> 00:02:44.920] 漂亮
[00:02:45.900 --> 00:02:49.360] 就是你整体把它收上来了
[00:02:49.360 --> 00:02:50.000] 相当于
[00:02:50.000 --> 00:02:55.620] 可以
[00:02:55.620 --> 00:02:57.000] 还可以提高
[00:02:57.000 --> 00:02:58.440] 这不过已经是有
[00:02:58.440 --> 00:02:59.980] 有很大的变化了
[00:02:59.980 --> 00:03:02.280] 漂亮
[00:03:02.280 --> 00:03:05.160] 就人球合一
[00:03:05.160 --> 00:03:08.180] 刚才最早开始追求的是这个感觉
[00:03:08.180 --> 00:03:09.700] 可以 这个合的好
[00:03:09.700 --> 00:03:10.480] 漂亮
