# Transcript: douyin_7510238259260198144

- URL: https://www.douyin.com/video/7510238259260198144
- Title: 1.6万 NBA全明星球员的投篮修改详细指南，对普通人极具参考价值！ NBA全明星球员自述是如何修改投篮的，雷霆队的杰伦·威廉姆斯在上赛季投出了42.7%的三分命中率，视频是德文·威廉姆斯采访杰威，关于他投篮习惯的建立以及修改，这对于有调整投篮习惯需求的小伙伴极具参考价值。 本视频主要从投篮站位、持球习惯、辅助手习惯、起球轨迹、投篮瞄准、投篮弧度这六大方面来做解读。#waveball #投篮教学
- Published at: 2025-05-30 22:00:07+0800
- Generated at: 2026-06-12T16:38:21.602260+00:00
[00:01:56.020 --> 00:01:58.020] 他有双手投篮,拇指拨球的习惯。
[00:01:58.020 --> 00:02:04.520] 杰威自述少年时期,他的父亲带他做过相关矫正训练,来消除辅助手的干扰。
[00:02:04.520 --> 00:02:06.520] 首先是完全的单手投篮。
[00:02:06.520 --> 00:02:09.260] 辅助手不出球,但要做跟随。
[00:02:09.260 --> 00:02:11.260] 之后再加上辅助手。
[00:02:11.260 --> 00:02:14.460] 辅助手用指尖出球即可,不要用力抓球。
[00:02:14.460 --> 00:02:16.460] 但也不要快速撤离辅助手。
[00:02:16.460 --> 00:02:20.120] 辅助手在上肢的发力点相当于一个稳定器。
[00:02:20.120 --> 00:02:22.120] 第五方面是投篮瞄准。
[00:02:22.120 --> 00:02:24.780] 杰威自述,投篮时会看篮板。
[00:02:24.780 --> 00:02:25.780] 更多的是靠上肢的发力点。
[00:02:25.780 --> 00:02:27.780] 上肢的肌肉记忆去找篮筐。
[00:02:27.780 --> 00:02:29.780] 德文这里提到库里。
[00:02:29.780 --> 00:02:33.780] 汤普森投篮是先看篮筐,出手后去看篮球的习惯。
[00:02:33.780 --> 00:02:35.780] 杰威表示,他也很想去看篮球。
[00:02:35.780 --> 00:02:39.780] 但这会让他觉得眩晕,并不适合自己。
[00:02:39.780 --> 00:02:42.780] 这大概率是由于前停功能不够强大导致。
[00:02:42.780 --> 00:02:44.780] 感兴趣的小伙伴也可以去尝试。
[00:02:44.780 --> 00:02:46.780] 第六方面是投篮弧线。
[00:02:46.780 --> 00:02:50.780] 杰威表示,他会根据防守的压迫程度,调整投篮的弧度。
[00:02:50.780 --> 00:02:53.780] 通常在中距离会刻意调高弧度。
[00:02:53.780 --> 00:02:56.780] 在远投时往往保持自然的出手节奏。
[00:02:56.780 --> 00:02:58.780] 最后结尾总结。
[00:02:58.780 --> 00:03:00.780] 练好投篮的关键是千锤百炼。
[00:03:00.780 --> 00:03:05.780] 但需基于高效的动作框架,补充强调了辅助手的重要性。
[00:03:05.780 --> 00:03:10.780] 如果他的投篮出现左右偏移,他能感知到是辅助手的稳定问题。
[00:03:10.780 --> 00:03:12.780] 这点也非常值得大家注意。
[00:03:12.780 --> 00:03:15.780] 结合本频道丰富的线下投篮矫正经历,
[00:03:15.780 --> 00:03:20.780] 很多人自我调整投篮时,会反复在调整投篮手的细节上纠结,
[00:03:20.780 --> 00:03:23.780] 却忽略了辅助手的重要影响。
[00:03:23.780 --> 00:03:26.780] 请不吝点赞 订阅 转发 打赏支持明镜与点点栏目
