# Transcript: douyin_7248546684114881850

- URL: https://www.douyin.com/video/7248546684114881850
- Title: 共创 2025 投篮技术浅析CUBAL总决赛，广东工业大学工VS清华大学 #投篮教学#waveball #投篮矫正
- Published at: 2023-06-25 17:03:10+0800
- Generated at: 2026-06-12T17:47:20.824966+00:00
[00:03:04.200 --> 00:03:06.720] 他更喜欢去尝试三分。
[00:03:06.720 --> 00:03:11.840] 但这种末端控制去投三分的话,我们频道之前出过很多视频,
[00:03:11.840 --> 00:03:13.800] 就是特别不稳定的一种形式。
[00:03:13.800 --> 00:03:21.320] 广东的这个球员的话,他们的整体投篮的话就偏向这种快速高效。
[00:03:21.320 --> 00:03:23.320] 相对快速高效的一段是投篮。
[00:03:23.320 --> 00:03:29.320] 所以他们在整场比赛中投出了25G三分,命中了9G。
[00:03:29.840 --> 00:03:32.400] 命中率达到了36%。
[00:03:32.400 --> 00:03:37.720] 这个命中率可以说是在一个总决赛的这种强度比赛下,防守强度压力下,
[00:03:37.720 --> 00:03:40.720] 然后这个命中率应该算中规中矩。
[00:03:40.720 --> 00:03:42.600] 对,还算不错的表现吧。
[00:03:42.600 --> 00:03:49.560] 是,他们队的整体,我说整体就是一个偏向一段式这种快速流畅的发力的这种模式来去投篮。
[00:03:49.560 --> 00:03:52.960] 比如说邵北云,卢建豪,周泽元,曾益晨。
[00:03:52.960 --> 00:03:57.840] 尤其曾益晨在最后命中的这个三分让大家是记忆犹新啊。
[00:03:57.840 --> 00:03:59.680] 他这几三分可能下不来。
[00:03:59.840 --> 00:04:01.840] 他可能下至百万吧,至少。
[00:04:01.840 --> 00:04:03.840] 五万个基础是有的。
[00:04:03.840 --> 00:04:11.840] 尤其卢建豪和曾益晨,他们两位,卢建豪是上次在上次总决赛中也是连续命中三分,命中率特别高。
[00:04:11.840 --> 00:04:13.840] 然后这次的话就换到了曾益晨。
[00:04:13.840 --> 00:04:19.840] 他们两个投篮是特别类似的,就是没有多余的过多的下沉球,过多的蓄力。
[00:04:19.840 --> 00:04:24.840] 而是接球后几乎没有沉球的每个球都基本是这个模式去出手。
[00:04:24.840 --> 00:04:27.840] 在这种高强度高对抗的比赛下,
[00:04:27.840 --> 00:04:35.840] 更应该去追求这种发力的模式,就是减少投篮中的变量,追求这种高速流畅省力的模式。
[00:04:35.840 --> 00:04:36.840] 是的。
[00:04:36.840 --> 00:04:39.840] 包括其实像周泽元啊,给我印象非常深刻嘛。
[00:04:39.840 --> 00:04:45.840] 他那么高的身高,但是投篮还是发力非常流畅,出手速度相当的快。
[00:04:45.840 --> 00:04:52.840] 我觉得这样的球员站在场上,他不光在防守端有一定的帮助,包括在进攻端也可以拉开空间。
[00:04:52.840 --> 00:04:55.840] 就我们现在讲的空间型四号位嘛。
[00:04:55.840 --> 00:04:57.840] 这种球员作用相当的好。
[00:04:57.840 --> 00:04:59.840] 相当大,相当有威胁在场上。
[00:04:59.840 --> 00:05:03.840] 周泽元在这次对广东的贡献真的特别的大。
[00:05:03.840 --> 00:05:10.840] 所以说我们刚才就是综合对比了一下这两个球队的这种从投射技术层面来做的对比。
[00:05:10.840 --> 00:05:17.840] 像我们说清华正中,风雅军的一段是投篮,然后还有方家成的中距离的两段是跳投。
[00:05:17.840 --> 00:05:19.840] 这都是值得我们大家学习的。
[00:05:19.840 --> 00:05:26.840] 而广东的整体的话,他们的这种投射技术更符合现代篮球的发展的这种节奏。
[00:05:26.840 --> 00:05:32.840] 他们的相应的技术跟我们整个篮球的这个发展趋势是比较匹配的。
[00:05:32.840 --> 00:05:35.840] 他们这次能够逆袭也不是偶然。
