# Transcript: douyin_7484477433110940980

- URL: https://www.douyin.com/video/7484477433110940980
- Title: 2253 浅谈国内相对落后的投篮技术及教学！ 打破传统认知，揭露现代投射的核心！ 国内90%以上的投篮教学，仍然坚持上肢主导的模式，还是先起球再蹬地的类型，这与世界顶级投手的技术发展，已存在了明显脱节，而像这种世界顶级投手，他们是下肢驱动优先的原则，躯干参与旋转发力投篮，是一个全身动力链的末端释放，这种认知的断层，导致从国内的职业球员到国家队球员再到普通大众都普遍存在相对低效的的发力习惯。#投篮教学 #waveball #中国篮球
- Published at: 2025-03-22 11:54:58+0800
- Generated at: 2026-06-12T17:33:15.784665+00:00
[00:02:03.580 --> 00:02:05.120] 汤姆森在0.5秒左右。
[00:02:05.680 --> 00:02:10.200] 我们刚才描述了这种上下肢协同发力的投篮,他整体的投篮速度更快。
[00:02:10.480 --> 00:02:13.940] 而从另一方面来看,他整体的投篮角度也会更好。
[00:02:14.140 --> 00:02:20.900] 这是由于我们上肢利用到了我下肢躯干向上蹬身建立的这个角度去投篮。
[00:02:21.240 --> 00:02:25.160] 其实我们下肢躯干完整蹬身的角度不是一个垂直的角度,
[00:02:25.260 --> 00:02:26.320] 是一个略向后的角度。
[00:02:26.340 --> 00:02:28.860] 我们下肢躯干上身之后,都是一个略向后的倾角,大概向后5到10度左右。
[00:02:29.040 --> 00:02:32.700] 所以无论是科比这种类似两段式,还是库里所谓的一段式,
[00:02:33.020 --> 00:02:36.220] 他们蹬身完整之后都是一个略向后的倾角。
[00:02:36.380 --> 00:02:39.960] 我们下肢躯干自然蹬身后,向后建立这个倾角,
[00:02:40.120 --> 00:02:43.740] 能帮助我们上肢更好的建立向上发力的角度,
[00:02:44.260 --> 00:02:46.360] 这也能够越过更高的防守。
[00:02:46.620 --> 00:02:50.720] 我们这里就以库里为例,他的出手速度,出手角度很定的情况下,
[00:02:51.040 --> 00:02:54.660] 他脚尖到头部,与地面的倾角每提升一度,
[00:02:54.860 --> 00:02:56.320] 他篮球的高度大约是1.5米。
[00:02:56.340 --> 00:02:58.120] 他跌上身7厘米左右。
[00:02:58.300 --> 00:03:02.780] 所以在这次奥运会中,库里仍然能顶着文班亚马的全力起跳风干,
[00:03:03.120 --> 00:03:05.340] 越过他流畅的出手并撞。
[00:03:05.860 --> 00:03:10.060] 我们刚才描述的塞尔维亚球员这种先起球再蹬地的模式,
[00:03:10.200 --> 00:03:13.380] 实际是他的脚和他的手同时发力去出手。
[00:03:13.740 --> 00:03:18.520] 这种投篮模式既没有出手速度,也没有较好的动态出手角度。
[00:03:19.440 --> 00:03:22.840] 所以第一种发力模式,对比库里这种上下肢协同,
[00:03:22.840 --> 00:03:25.200] 上下肢依次发力的投篮模式,
[00:03:25.200 --> 00:03:27.080] 就会被降维打击。
[00:03:27.880 --> 00:03:32.500] 而国内90%以上的投篮教学仍然坚持上肢主导的模式,
[00:03:32.960 --> 00:03:35.340] 还是这种先起球再蹬地的类型。
[00:03:35.960 --> 00:03:39.180] 这与世界顶级投手的技术发展存在了明显脱节。
[00:03:39.520 --> 00:03:41.140] 而像这种世界顶级投手,
[00:03:41.320 --> 00:03:43.400] 他们是下肢驱动优先的原则,
[00:03:43.800 --> 00:03:45.380] 躯干参与旋转发力,
[00:03:45.760 --> 00:03:48.660] 投篮是一个全身动力链的末端释放。
[00:03:49.300 --> 00:03:53.500] 这种认知的断层导致从国内的职业球员到国家队球员,
[00:03:53.820 --> 00:03:54.720] 再到普通大众,
[00:03:55.200 --> 00:03:58.520] 普遍存在塞尔维亚球员这样的发力惯性。
