# Transcript: douyin_7328648156739063091

- URL: https://www.douyin.com/video/7328648156739063091
- Title: 6905 “酒仙桥德罗赞”张子昊的投篮改造/ 诊断解惑 #投篮训练 #投篮矫正 #waveball
- Published at: 2024-01-27 13:37:47+0800
- Generated at: 2026-06-12T17:42:30.179127+00:00
[00:02:23.580 --> 00:02:25.580] 就是低的话,你会往上再,肘位到往上顶这一下。
[00:02:26.580 --> 00:02:28.580] 对,你脚的力量向上看到。
[00:02:29.580 --> 00:02:30.580] 相当于就是垂直向上这一下。
[00:02:31.580 --> 00:02:33.580] 如果你是高手的话,更多是前后。
[00:02:34.580 --> 00:02:39.580] 对,那有没有可能,比如说我跳了豆糕,然后出了两高,对我来说,我只用就是往前甩。
[00:02:40.580 --> 00:02:44.580] 甩的话,你可能长两分,或者中距离你比较稳定,到三分就有点吃力了。
[00:02:45.580 --> 00:02:51.580] 比如说一打一,你要是这种,这么投,一般不太好投。
[00:02:52.580 --> 00:02:54.580] 因为别人会听你,你只能直接撤步。
[00:02:54.580 --> 00:02:59.580] 手伸到这里,它起手段就是往后收的,不是往外抡。
[00:03:00.580 --> 00:03:04.580] 它把大臂,中间你和九哥那天拉的区别就是大臂的问题。
[00:03:05.580 --> 00:03:08.580] 九哥起来就是大臂收住,你是大臂一下就打开。
[00:03:09.580 --> 00:03:11.580] 已经没有这个发力角度了,相当于这里。
[00:03:12.580 --> 00:03:14.580] 就会更多的腰去带长这个角度去投篮。
[00:03:15.580 --> 00:03:16.580] 那我怎么怎么改呢?
[00:03:17.580 --> 00:03:23.580] 但是就是它所谓的拉就是把这个,就是大臂收住,相当于大臂跟躯干一个人体去伸展。
[00:03:24.580 --> 00:03:29.580] 我们相当于沉下来之后,这个大臂跟躯干一起向上走。
[00:03:30.580 --> 00:03:31.580] 对,这一下,这一下,这一下。
[00:03:32.580 --> 00:03:33.580] 那你这样不会觉得就很紧吗?
[00:03:34.580 --> 00:03:37.580] 你紧张的话,你就是,因为你的起球路径不一样。
[00:03:38.580 --> 00:03:43.580] 你这样的话就会带一些侧身套,侧身套就沿着身体弓线在走。
[00:03:44.580 --> 00:03:50.580] 你更多是往外抡,就是沿右手,这个会翻起来,然后在这里才去震。
[00:03:51.580 --> 00:03:53.580] 如果我们侧身内收直下,在这里就震了。
[00:03:54.580 --> 00:03:55.580] 就能震了,就能出手了。
[00:03:55.580 --> 00:03:59.580] 这一下,相当于你的大臂跟你的躯干一起走,一起走。
[00:04:00.580 --> 00:04:02.580] 你之前做的比较分离。
[00:04:03.580 --> 00:04:04.580] 对,一起走。
[00:04:05.580 --> 00:04:06.580] 麦迪也是这个模式。
[00:04:07.580 --> 00:04:09.580] 麦迪,看起来是这样,而不是特别的高点。
[00:04:16.580 --> 00:04:17.580] 关于起球砸头的问题。
[00:04:18.580 --> 00:04:21.580] 你的大臂跟你的躯干一起走,永远不会打到。
[00:04:21.580 --> 00:04:25.580] 如果你的躯干不动,打到,只能往手上绕。
[00:04:25.580 --> 00:04:26.580] 避开这个空间。
[00:04:26.580 --> 00:04:30.580] 所以你的起球跟你的躯干一起走的,它就让开了。
[00:04:30.580 --> 00:04:31.580] 恐怖的。
[00:04:36.580 --> 00:04:38.580] 这样一样的抬手就把。
[00:04:42.580 --> 00:04:44.580] 你开始是可以这样。
[00:04:44.580 --> 00:04:45.580] 我们能看一些的。
[00:04:45.580 --> 00:04:50.580] 相当于起球,你有个收力拉,让你额头接近,一下把小手抬过来。
[00:04:50.580 --> 00:04:52.580] 把大臂折裂住。
[00:04:53.580 --> 00:04:55.580] 拉起来折裂住,然后向上。
[00:04:56.580 --> 00:04:57.580] 走。
[00:04:58.580 --> 00:04:59.580] 是这个意思。
