# Transcript: douyin_7186546993223781643

- URL: https://www.douyin.com/video/7186546993223781643
- Title: 4730 教科书般的直线发力！“NBA得分王”东契奇投篮深度解析 #东契奇 #投篮教学 #waveball #顾全
- Published at: 2023-01-09 15:12:42+0800
- Generated at: 2026-06-12T17:57:28.383699+00:00
[00:02:05.820 --> 00:02:10.820] 而辅助手是比较舒展的向前跟随的习惯,没有参与投篮发力。
[00:02:10.820 --> 00:02:15.820] 投篮的直线发力是大多数顶级射手的共同特征,而相对的就是手肘外翻。
[00:02:15.820 --> 00:02:18.820] 手腕扭曲造成的对投篮方向的干扰。
[00:02:18.820 --> 00:02:25.820] 无论是在欧洲还是美国,从小对青少年进行投篮训练时,都非常重视投篮直线发力习惯的养成。
[00:02:25.820 --> 00:02:32.820] 第二点,东七七是高肘部投篮,投篮上肢发力点非常高,拥有较强的抗防手干扰性。
[00:02:32.820 --> 00:02:34.820] 但对手臂手腕的力量要求较高。
[00:02:34.820 --> 00:02:39.820] 东七七在比赛中都是移动投篮为主,投篮更多的是全身协调发力。
[00:02:39.820 --> 00:02:46.820] 而在原地投篮尤其在罚球时,东七七手部的末端发力会更多,手部精准控制的压力会更大。
[00:02:46.820 --> 00:02:47.820] 东七七在罚球上经常会发力。
[00:02:47.820 --> 00:02:53.820] 东七七在罚球上经常会出现手型的变形,生涯73.8%的罚球命中率,还有待提升。
[00:02:53.820 --> 00:03:00.820] 第三点,很多高肘部投篮的球员,都是前后发力的习惯,而东七七的投篮是向上投的习惯。
[00:03:00.820 --> 00:03:06.820] 较多的利用下肢向上的力量,他投篮弧度较高,出手后手指都是直向地面的。
[00:03:06.820 --> 00:03:13.820] 最后总结,物权的投篮是上肢发力带动下肢伸展的发力,上肢有明显停顿,是两段式颠头的模式。
[00:03:13.820 --> 00:03:23.820] 而东七七的投篮是下肢带动上肢的发力,上肢略有停顿,是慢速的1.5段式跳投,顾拳与东七七的投篮速度都相对较慢。
[00:03:23.820 --> 00:03:29.820] 而打法上东七七是持球投篮为主,创造空间的能力较强,急停与后撤投篮居多。
[00:03:29.820 --> 00:03:34.820] 都是提前降重心的习惯,登地与起球同步,投篮会更多利用到反弹力。
[00:03:34.820 --> 00:03:42.820] 而顾拳在比赛中是接球投篮,原地投篮为主,无论是训练与比赛的投篮,都没有提前降重心的习惯。
[00:03:42.820 --> 00:03:46.820] 接球后才开始边起球边降重心,投篮速度会更慢。
[00:03:46.820 --> 00:03:55.820] 这也就是我们前期讲到的,国内很多人早年学习的,既没有出手速度,也没有出手高度的两段式颠头,在防守强度不高的比赛中。
[00:03:55.820 --> 00:04:02.820] 顾拳凭借2米01的身高,以及常年苦练累积的优秀手感,依然可以打出不错的表现。
[00:04:02.820 --> 00:04:07.820] 在前段时间的采访中,顾拳也自述了他在投篮方式上的一些不足。
[00:04:07.820 --> 00:04:12.820] 但职业球员在短期内去做投篮技术的调整,是做成本较高。
[00:04:12.820 --> 00:04:16.820] 存在一定风险。
