# Transcript: douyin_7575385579668524315

- URL: https://www.douyin.com/video/7575385579668524315
- Title: 4891 林葳投篮问题深度分析，普通人也常会陷入同样的困境！ 林葳在NCAA已打了4场比赛，无论中距离还是三分，目前还没有一次命中！本期视频将对林威的投篮问题做深度分析，同时提供解决思路，林葳的投篮困境，其实很多普通人都会遇到。#waveball #投篮教学 #发力矫正 #林葳
- Published at: 2025-11-22 11:25:00+0800
- Generated at: 2026-06-12T16:36:05.468670+00:00
[00:01:56.800 --> 00:02:00.360] 更轻松地建立对侧平衡,这会让出手更加快速稳定。
[00:02:00.720 --> 00:02:04.760] 第三方面,小哥后卫投篮,若过度依赖手腕发力,
[00:02:05.160 --> 00:02:06.960] 在高强度对抗下容易崩盘。
[00:02:07.660 --> 00:02:10.500] 在林威的投篮中,他比较依赖手腕的发力,
[00:02:11.000 --> 00:02:12.720] 他经常用手腕将球拧出去,
[00:02:12.720 --> 00:02:17.180] 手腕、前臂能产生的是较小的力矩和较高频的角速度,
[00:02:17.560 --> 00:02:20.800] 在中距离相对够用,但在远距离稳定性不足,
[00:02:21.200 --> 00:02:25.100] 在高强度防守或体能下降时,手腕发力波动更大,
[00:02:25.540 --> 00:02:26.940] 导致稳定性快速下降。
[00:02:27.420 --> 00:02:31.620] 以上的这三方面,这并不是短期增肌或技术调整带来的直接影响,
[00:02:32.100 --> 00:02:37.340] 更多的是他十几年肌肉记忆累积的结构性短板在NCAA赛场进一步被放大。
[00:02:37.880 --> 00:02:39.100] 林威的投篮困境
[00:02:39.100 --> 00:02:41.660] 其实很多普通人都会遇到,
[00:02:41.660 --> 00:02:44.520] 比赛节奏变快,投篮空间变小,
[00:02:44.800 --> 00:02:48.880] 脚步凌乱,下肢掉线,上肢带长,手感消失。
[00:02:49.340 --> 00:02:52.200] 想要走出困境,重点需要抓住这三个方向,
[00:02:52.440 --> 00:02:55.980] 一,脚到位,二,髋能转,三,手放松。
[00:02:56.500 --> 00:03:00.420] 首先提高准备时间的质量,让脚步先到位,身体才有底气,
[00:03:00.860 --> 00:03:02.760] 减少被贴身后慌乱用手头。
[00:03:04.860 --> 00:03:07.860] 其次是,恢复髋和肩膀的螺旋动力链,
[00:03:08.240 --> 00:03:11.520] 这样力量才能从地面实实在在地传到手上。
[00:03:11.660 --> 00:03:13.360] 而不是直上直下的漏掉。
[00:03:13.820 --> 00:03:17.900] 最后是,减少手腕负担,建立更稳定的出手,
[00:03:18.400 --> 00:03:21.600] 让远投靠整体连贯,而不是单点爆发。
[00:03:22.900 --> 00:03:26.540] 林威现在的困境,其实是给很多人上了一堂公开课。
[00:03:27.100 --> 00:03:29.420] 无论你是普通人,还是职业球员,
[00:03:29.860 --> 00:03:32.260] 如果能夯实以上三方面的投篮基础,
[00:03:32.740 --> 00:03:36.100] 你的发力结构与赛场表现都能更上一层楼。
[00:03:41.660 --> 00:03:58.490] 赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛场赛
