# Transcript: douyin_7188747741340765501

- URL: https://www.douyin.com/video/7188747741340765501
- Title: 9648 库里竟偷学麦迪投篮？干货满满，深度解析麦迪投篮为何如此之美！ #麦迪 #库里 #投篮 #投篮教学
- Published at: 2023-01-15 13:32:43+0800
- Generated at: 2026-06-12T17:56:48.990491+00:00
[00:01:50.500 --> 00:01:55.120] 也为起跳腾空带来了较大力量,麦迪习惯从身体的左侧起球。
[00:01:55.120 --> 00:02:01.260] 结合上面提到的侧身站位,这会让投篮手更加放松,同时抑制投篮手的手肘外翻。
[00:02:01.260 --> 00:02:03.800] 第三方面是,麦迪的上肢发力。
[00:02:03.800 --> 00:02:07.880] 第一点,麦迪是手部相对放松,自然贴球的持球特点。
[00:02:07.880 --> 00:02:13.560] 投篮手侧腕持球以及起球的习惯,在上肢发力点时,投篮手由侧腕转为正腕。
[00:02:13.560 --> 00:02:17.600] 而麦迪的投篮辅助手,也会有拇指抓球与拨球的习惯。
[00:02:17.600 --> 00:02:23.080] 与麦迪不同的是库里的转腕常会结合向左的转体,整个转换过程没有停顿。
[00:02:23.080 --> 00:02:26.840] 实现了整体的横向的旋转发力,投篮会更加省力。
[00:02:26.840 --> 00:02:32.800] 但无论是麦迪,还是库里的转腕,都能有效地抑制手肘的外翻与手腕的扭曲。
[00:02:32.800 --> 00:02:41.560] 第二点,麦迪起球时是双肘内收的习惯,这是发力更加集中,同时也保证了方向的稳定性。
[00:02:41.560 --> 00:02:44.080] 从视觉上也增加了投篮姿态的美感。
[00:02:44.080 --> 00:02:49.080] 此片段是麦迪在节目中强调,手肘外翻对投篮直线发力的影响。
[00:02:49.080 --> 00:02:52.000] 第三点,麦迪虽然习惯制空跳投,
[00:02:52.000 --> 00:02:53.080] 但他却是第一个出球的运动。
[00:02:53.080 --> 00:03:00.080] 麦迪的上肢是向前甩小臂的发力习惯,手腕、手指都是相对放松的,挑逸感十足。
[00:03:00.080 --> 00:03:07.080] 麦迪投篮的上肢发力高效省力,同时也拥有相当稳定的直线发力模式,非常值得大家学习。
[00:03:07.080 --> 00:03:11.080] 麦迪是在比赛中把超远投篮作为常规投篮的开创者。
[00:03:11.080 --> 00:03:16.080] 近年来,库里、利拉德等球员也苦练此技术,并运用于比赛中。
[00:03:16.080 --> 00:03:21.080] 而库里与麦迪的投篮的特点是,他们的运动是非常有效的。
[00:03:21.080 --> 00:03:22.000] 在比赛中,麦迪的上肢是相当稳定的。
[00:03:22.000 --> 00:03:25.000] 而库里与麦迪的投篮的上肢发力是非常接近的。
[00:03:25.000 --> 00:03:29.000] 甚至早年库里的跳投,与晚年麦迪的投篮也高度相似。
[00:03:29.000 --> 00:03:35.000] 而两者不同的是麦迪出手角度相对较低,篮球的弧度也偏低,比较依赖起跳高度。
[00:03:35.000 --> 00:03:40.000] 当生涯后期,麦迪运动能力退化后,投篮命中率就明显下滑。
[00:03:40.000 --> 00:03:46.000] 学习麦迪的甘巴跳投难度较大,需要拥有较强的弹跳力、爆发力以及核心力量。
[00:03:46.000 --> 00:03:52.000] 但对于大多数普通人来说,你也可以像库里一样降低起跳高度,降低上肢发力点等。
[00:03:52.000 --> 00:03:57.000] 加入更多适合自己的省力技巧,你也能练成一手流畅高效的投篮。
