# Transcript: douyin_7148733210447400199

- URL: https://www.douyin.com/video/7148733210447400199
- Title: 6810 手肘外翻，辅助手发力！为何雷阿伦还被称作传统跳投的教科书？如何像雷阿伦一样跳投！ #雷阿伦 #跳投 深度解析
- Published at: 2022-09-29 17:35:54+0800
- Generated at: 2026-06-12T18:02:20.854534+00:00
[00:01:45.580 --> 00:01:46.280] 第一点
[00:01:46.280 --> 00:01:48.600] 雷阿伦是非常典型的侧腕持球
[00:01:48.600 --> 00:01:50.440] 他的左右手平均持球
[00:01:50.440 --> 00:01:53.480] 这更利于投篮时身体的平衡与轻松起跳
[00:01:53.480 --> 00:01:56.160] 很多人在使用正腕持球衔接跳投时
[00:01:56.160 --> 00:01:57.540] 会感觉非常别扭
[00:01:57.540 --> 00:02:00.020] 雷阿伦在起球中也是侧腕状态
[00:02:00.020 --> 00:02:01.880] 直到举到上肢发力点时
[00:02:01.880 --> 00:02:03.320] 才完成手腕后曲
[00:02:03.320 --> 00:02:04.220] 第二点
[00:02:04.220 --> 00:02:06.580] 雷阿伦取球时有明显的手肘外翻
[00:02:06.580 --> 00:02:09.620] 在上肢发力点双臂形成了三角形框架
[00:02:09.620 --> 00:02:12.520] 这样衔接上肢发力拥有更强的稳定性
[00:02:12.520 --> 00:02:14.520] 在压迫防守下也不易变形
[00:02:14.520 --> 00:02:17.040] 不足的是难以单手完成直线发力
[00:02:17.040 --> 00:02:19.120] 而雷阿伦有明显的辅助手
[00:02:19.120 --> 00:02:21.020] 拇指抓球与拨球的习惯
[00:02:21.020 --> 00:02:23.060] 这能保证取球的稳定性
[00:02:23.060 --> 00:02:24.340] 同时拨球向右
[00:02:24.340 --> 00:02:26.380] 纠正投篮手向左的偏移
[00:02:26.380 --> 00:02:28.620] 最终投篮手达到直线发力
[00:02:28.620 --> 00:02:34.340] 第三点
[00:02:34.340 --> 00:02:36.560] 雷阿伦投篮的上肢发力点较高
[00:02:36.560 --> 00:02:38.120] 完全在头顶上方
[00:02:38.120 --> 00:02:40.640] 投篮的整体发力主要是前后方向
[00:02:40.640 --> 00:02:41.980] 通过向前甩小臂
[00:02:41.980 --> 00:02:44.140] 手指主动拨球来带动压腕
[00:02:44.140 --> 00:02:46.560] 出手后手指是指向篮筐的
[00:02:46.560 --> 00:02:48.260] 而向库里的一段是投篮
[00:02:48.260 --> 00:02:49.700] 整体是上下发力
[00:02:49.700 --> 00:02:51.980] 出手后手指是指向地面的
[00:02:51.980 --> 00:02:54.200] 雷阿伦的投篮弧线相对较低
[00:02:54.200 --> 00:02:55.940] 但他较高的起跳高度
[00:02:55.940 --> 00:02:56.360] 也能达到上肢发力
[00:02:56.360 --> 00:02:58.380] 也能确保篮球较大的入框角度
[00:02:58.380 --> 00:03:01.140] 最后雷阿伦的跳投做到了高度
[00:03:01.140 --> 00:03:01.780] 速度
[00:03:01.780 --> 00:03:03.280] 准度与强度俱全
[00:03:03.280 --> 00:03:05.300] 这来自于他日复一日的苦练
[00:03:05.300 --> 00:03:07.740] 日复一日的雕琢着这门纯粹的手艺
[00:03:07.740 --> 00:03:10.560] 很多使用两段式跳投的球员训练时
[00:03:10.560 --> 00:03:12.940] 为了省力都使用的是两段式颠头
[00:03:12.940 --> 00:03:14.480] 而NBA联盟中
[00:03:14.480 --> 00:03:17.400] 几乎只有雷阿伦在训练中也都是大跳投
[00:03:17.400 --> 00:03:19.240] 他把训练中的每一次出手
[00:03:19.240 --> 00:03:20.920] 都当作比赛中的投篮
