# Transcript: douyin_7482228181894728971

- URL: https://www.douyin.com/video/7482228181894728971
- Title: 6206 同手同脚的上步习惯！导致约90%的人仍然存在投篮手快脚慢 同手同脚的上步习惯！导致约90%的人仍然存在投篮手快脚慢/弹道偏左，本视频讲解了从普通大众到国内外职业球员普遍存在的投篮问题，并通过拆解上步投篮来解决投篮手快脚慢/弹道偏左的问题！#投篮教学 #waveball #库里
- Published at: 2025-03-16 10:26:43+0800
- Generated at: 2026-06-12T17:34:21.773955+00:00
[00:02:55.240 --> 00:02:56.240] 就是在做上步投篮中
[00:02:56.240 --> 00:02:59.240] 很多人会产生一个向左的这种侧偏
[00:02:59.240 --> 00:03:03.240] 他的手型也会产生这种平凡的产生内摆
[00:03:03.240 --> 00:03:05.240] 其实这就由于他们长期习惯了
[00:03:05.240 --> 00:03:07.240] 这种同侧同脚同侧发力的模式
[00:03:07.240 --> 00:03:09.240] 我们这种同侧发力的模式之下
[00:03:09.240 --> 00:03:11.240] 我们上步的时候就会沿着脊柱
[00:03:11.240 --> 00:03:13.240] 产生一个旋转的力矩
[00:03:13.240 --> 00:03:16.240] 也就是沿着脊柱产生一个向左的旋转
[00:03:16.240 --> 00:03:18.240] 这种同侧发力的模式
[00:03:18.240 --> 00:03:19.240] 就很难对抗这个旋转
[00:03:19.240 --> 00:03:21.240] 就会跟随这个旋转去做一些动作
[00:03:21.240 --> 00:03:23.240] 产生了身体的侧偏
[00:03:23.240 --> 00:03:25.240] 产生了手型的内摆
[00:03:26.240 --> 00:03:32.240] 而我们刚才描述这种对侧发力的模式
[00:03:32.240 --> 00:03:36.240] 就刚好能够通过对称来平衡掉这个旋转的力矩
[00:03:36.240 --> 00:03:38.240] 更好地保持我们身体的平衡
[00:03:38.240 --> 00:03:41.240] 完成我们上肢的精准控制
[00:03:41.240 --> 00:03:43.240] 这点做的比较好的就是库里
[00:03:43.240 --> 00:03:44.240] 库里他每次出手之后
[00:03:44.240 --> 00:03:47.240] 他的手型基本都能稳定地指向篮筐
[00:03:54.240 --> 00:03:55.240] 其实这次MBA三分大赛上
[00:03:55.240 --> 00:03:56.240] 有不少人都说
[00:03:56.240 --> 00:03:59.240] 他不少球员就会频繁出现这种手型内摆的情况
[00:03:59.240 --> 00:04:02.240] 一部分原因就是他们没有做好这种对侧的协同
[00:04:02.240 --> 00:04:05.240] 尤其像库里的队友巴迪希尔德
[00:04:05.240 --> 00:04:10.240] 他实战他三分大赛都会频繁地出现手型的这种内摆
[00:04:12.240 --> 00:04:13.240] 他在这种上步的时候
[00:04:13.240 --> 00:04:15.240] 他的右脚是不太积极的
[00:04:15.240 --> 00:04:17.240] 有时候做成完全的平行
[00:04:17.240 --> 00:04:19.240] 或者右脚是后置的
[00:04:19.240 --> 00:04:22.240] 他的发力更偏向这种同侧的发力
[00:04:26.240 --> 00:04:27.240] otherwhereotherwhere
[00:04:27.240 --> 00:04:28.240] otherwhere
[00:04:28.240 --> 00:04:29.240] otherwhere
[00:04:29.240 --> 00:04:30.240] otherwhere
[00:04:30.240 --> 00:04:31.240] otherwhere
[00:04:31.240 --> 00:04:32.240] otherwhere
[00:04:32.240 --> 00:04:34.240] otherwhere
[00:04:34.240 --> 00:04:35.240] otherwhere
[00:04:35.240 --> 00:04:36.240] otherwhere
[00:04:36.240 --> 00:04:37.240] otherwhere
[00:04:37.240 --> 00:04:38.240] otherwhere
[00:04:38.240 --> 00:04:40.240] otherwhere
[00:04:40.240 --> 00:04:42.240] otherwhere
[00:04:42.240 --> 00:04:43.240] otherwhere
[00:04:43.240 --> 00:04:44.240] otherwhere
[00:04:44.240 --> 00:04:45.240] otherwhere
[00:04:45.240 --> 00:04:46.240] otherwhere
[00:04:46.240 --> 00:04:47.240] otherwhere
[00:04:47.240 --> 00:04:48.240] otherwhere
[00:04:48.240 --> 00:04:49.240] otherwhere
[00:04:49.240 --> 00:04:50.240] otherwhere
[00:04:50.240 --> 00:04:51.240] otherwhere
[00:04:51.240 --> 00:04:52.240] otherwhere
[00:04:52.240 --> 00:04:53.240] otherwhere
[00:04:53.240 --> 00:04:54.240] otherwhere
[00:04:54.240 --> 00:04:55.240] otherwhere
