# Transcript: douyin_7251790210093157689

- URL: https://www.douyin.com/video/7251790210093157689
- Title: 5908 手把手投篮矫正，一节课从三分靠蒙到训练命中率90%! #投篮矫正 #投篮训练 #waveball
- Published at: 2023-07-04 10:49:42+0800
- Generated at: 2026-06-12T17:46:31.067150+00:00
[00:02:04.000 --> 00:02:06.000] 我压不到了,脱手了。
[00:02:06.000 --> 00:02:07.000] 就是这种感觉。
[00:02:07.000 --> 00:02:08.000] 啊,就是脱手了。
[00:02:08.000 --> 00:02:11.000] 球的重心跟身体重心太远了,就容易脱手。
[00:02:11.000 --> 00:02:16.000] 尽量我们收球是收到一起,尽量球重心接近身体重心。
[00:02:16.000 --> 00:02:18.000] 一起走,一起走,一起走,然后释放。
[00:02:18.000 --> 00:02:20.000] 基本能去宽了,可能球。
[00:02:20.000 --> 00:02:26.000] 你看我们去宽的重心,其实在腿这个上来的话,可能延伸,跟球的很接近了。
[00:02:26.000 --> 00:02:28.000] 你每次尽量投篮,不要脚站死啊。
[00:02:28.000 --> 00:02:32.000] 尽量去把脚,你挑一厘米都可以。
[00:02:32.000 --> 00:02:34.000] 你感觉一厘米,能挑一厘米都可以。
[00:02:34.000 --> 00:02:36.000] 对,对,这种。
[00:02:36.000 --> 00:02:41.000] 你脚很被动,你都是用手把它带动起来的。
[00:02:41.000 --> 00:02:43.000] 我们手发力把它带动起来。
[00:02:43.000 --> 00:02:47.000] 我们一定要是去主动蹬,用脚带动手走。
[00:02:50.000 --> 00:02:52.000] 可以,会翻出来。
[00:02:54.000 --> 00:02:56.000] 你看嘛,你就沿着这里走。
[00:02:56.000 --> 00:02:57.000] 沿着这里走。
[00:02:57.000 --> 00:03:00.000] 放了你这个为轴,去举它,往这释放。
[00:03:00.000 --> 00:03:01.000] 对。
[00:03:01.000 --> 00:03:02.000] 这个不要。
[00:03:02.000 --> 00:03:03.000] 看,不要。
[00:03:03.000 --> 00:03:04.000] 这起来就翻。
[00:03:04.000 --> 00:03:07.000] 我们是这个以它为轴来走。
[00:03:07.000 --> 00:03:08.000] 不要去扭曲它。
[00:03:08.000 --> 00:03:10.000] 不要去再扭曲。
[00:03:10.000 --> 00:03:11.000] 这样是扭曲了。
[00:03:11.000 --> 00:03:12.000] 你喜欢这样扭。
[00:03:13.000 --> 00:03:14.000] 直接这样。
[00:03:14.000 --> 00:03:15.000] 直接过来和尚。
[00:03:15.000 --> 00:03:16.000] 和尚走。
[00:03:16.000 --> 00:03:22.000] 你如果去用这里瞄的话,你看,你去对眼睛,眼睛对球对框的话,就会,就会偏。
[00:03:22.000 --> 00:03:25.000] 你尽量是用这一侧。
[00:03:25.000 --> 00:03:26.000] 稍微偏一点,用右眼。
[00:03:27.000 --> 00:03:28.000] 这个连线去走。
[00:03:28.000 --> 00:03:31.000] 对,可以。
[00:03:31.000 --> 00:03:34.000] 拿把刀去切西瓜一样,看,我去。
[00:03:34.000 --> 00:03:37.000] 这样切它,就这样纵向的。
[00:03:37.000 --> 00:03:39.000] 看,切着走。
[00:03:39.000 --> 00:03:41.000] 这样拖着,我去。
[00:03:44.000 --> 00:03:49.000] 感受一下,不外翻的感觉,就套到两个手,手肘上。
[00:03:52.000 --> 00:03:56.000] 那手指下去对框,那手指下,肘稳定的情况下对框。
[00:03:57.000 --> 00:03:59.000] 可以,这个很正。
[00:03:59.000 --> 00:04:02.000] 右侧抬肩。
[00:04:02.000 --> 00:04:04.000] 漂亮。
[00:04:04.000 --> 00:04:10.000] 好球。
[00:04:10.000 --> 00:04:14.000] 好球。
[00:04:14.000 --> 00:04:19.000] 这球一下去,就像是,脚尖,脚底,脚尖喊起来,然后。
[00:04:19.000 --> 00:04:21.000] 那是,那是,现在流程有点多。
[00:04:21.000 --> 00:04:22.000] 行的有点多。
[00:04:22.000 --> 00:04:23.000] 嗯,对。
[00:04:23.000 --> 00:04:26.000] 你发力,你就不管,发力就是脚指到手指发力。
[00:04:26.000 --> 00:04:28.000] 你就这个简化这个过程。
[00:04:28.000 --> 00:04:29.000] 来。
[00:04:32.000 --> 00:04:33.000] 好球。
[00:04:48.000 --> 00:04:50.000] 好球。
[00:04:50.000 --> 00:04:51.000] 好球。
[00:04:51.000 --> 00:04:52.000] 可以。
[00:04:56.000 --> 00:05:04.000] !
[00:05:04.000 --> 00:05:10.000] 好球。
[00:05:10.000 --> 00:05:12.000] 好球。
[00:05:12.000 --> 00:05:15.000] 好球。
[00:05:15.000 --> 00:05:16.000] 好球。
[00:05:16.000 --> 00:05:17.000] 好球。
[00:05:17.000 --> 00:05:18.000] 好球。
[00:05:18.000 --> 00:05:19.000] 好球。
[00:05:19.000 --> 00:05:20.000] 好球。
[00:05:20.000 --> 00:05:21.000] 好球。
[00:05:21.000 --> 00:05:22.000] 好球。
[00:05:22.000 --> 00:05:23.000] 好球。
[00:05:23.000 --> 00:05:24.000] 好球。
