# Transcript: douyin_7242529395204738341

- URL: https://www.douyin.com/video/7242529395204738341
- Title: 2395 释放膝关节！投篮发力矫正，如何快速消除手快脚慢，重心前倾。 #投篮矫正 #waveball
- Published at: 2023-06-09 11:53:00+0800
- Generated at: 2026-06-12T17:48:16.066452+00:00
[00:01:58.500 --> 00:01:58.700] 好。
[00:01:58.700 --> 00:01:59.000] 好。
[00:01:59.000 --> 00:01:59.200] 好。
[00:01:59.200 --> 00:01:59.300] 好。
[00:01:59.300 --> 00:01:59.500] 好。
[00:01:59.500 --> 00:01:59.700] 好。
[00:01:59.700 --> 00:01:59.800] 好。
[00:01:59.800 --> 00:01:59.900] 好。
[00:01:59.900 --> 00:01:48.100] 好。
[00:01:48.100 --> 00:01:48.200] 好。
[00:01:48.200 --> 00:01:48.300] 好。
[00:01:48.300 --> 00:01:54.460] !
[00:01:54.460 --> 00:02:10.800] 好。
[00:02:18.300 --> 00:02:20.180] 这样的手型一定这样定下去
[00:02:20.180 --> 00:02:24.180] 这样一旦这样的话就特别容易丢掉你的方向
[00:02:29.500 --> 00:02:32.460] 对对对对这个球球就往你的左侧
[00:02:32.460 --> 00:02:34.740] 把他手型定定主半吨半吨
[00:02:36.180 --> 00:02:38.620] 你能够脚跟抬起来需要脚跟抬起来
[00:02:38.620 --> 00:02:40.860] 对需要像像脚跟抬起来
[00:02:40.860 --> 00:02:43.460] 维持这个下坐后坐后坐
[00:02:43.460 --> 00:02:47.660] 这感觉这感觉后侧后侧后坐核心和臀部稍微后坐
[00:02:47.660 --> 00:02:48.860] 这是紧绷的
[00:02:48.860 --> 00:02:53.100] 这一块这块绷的这块绷的有点紧绷感
[00:02:53.100 --> 00:02:54.380] 你尽量去抬脚跟
[00:02:54.380 --> 00:02:56.620] 因为你全脚转着力那个弹速很慢
[00:02:56.620 --> 00:02:57.780] 很难弹得起来
[00:02:57.780 --> 00:02:59.700] 你下肢蹬地可以再快一点
[00:02:59.700 --> 00:03:01.140] 你不用想那么节奏
[00:03:01.140 --> 00:03:01.860] 下起就
[00:03:04.020 --> 00:03:05.500] 对下肢放松
[00:03:05.500 --> 00:03:07.980] 你多用弹性爆发力是很轻松的
[00:03:07.980 --> 00:03:09.860] 你这膝盖过度蓄力
[00:03:09.860 --> 00:03:12.860] 完全就是肌肉一直压缩的慢速的起不来
[00:03:12.860 --> 00:03:16.020] 你那么多蓄力那个转化不上来很低效的
[00:03:16.020 --> 00:03:17.020] 那么所以更多
[00:03:17.020 --> 00:03:17.620] 利用快速的动作
[00:03:17.620 --> 00:03:19.020] 的弹性爆发力
[00:03:19.020 --> 00:03:19.540] 这头了
[00:03:20.660 --> 00:03:21.820] 投不过去啊
[00:03:21.820 --> 00:03:23.300] 就是让你为什么投不过去呢
[00:03:23.300 --> 00:03:25.020] 你是往前趴
[00:03:25.020 --> 00:03:26.580] 你要往往后走啊
[00:03:26.580 --> 00:03:28.460] 我把角度打开才能越过我啊
[00:03:28.460 --> 00:03:29.340] 为什么投不过去
[00:03:33.740 --> 00:03:35.180] 可以漂亮漂亮
[00:03:38.660 --> 00:03:39.140] 漂亮
[00:03:47.620 --> 00:03:54.540] !
[00:03:54.540 --> 00:03:56.580] 好球
[00:03:56.580 --> 00:04:00.420] 好球
[00:04:00.420 --> 00:04:01.660] 漂亮啊
[00:04:01.660 --> 00:04:02.820] 脚趾一发力啊
[00:04:02.820 --> 00:04:03.980] 我们整个这后侧啊
[00:04:03.980 --> 00:04:05.060] 核心都会绷紧
[00:04:05.060 --> 00:04:07.100] 都会激活深层的筋膜
[00:04:07.100 --> 00:04:09.300] 肌肉这些都会激活
[00:04:09.300 --> 00:04:10.740] 你脚不发力的话
[00:04:10.740 --> 00:04:14.060] 你真的很难热身
[00:04:14.060 --> 00:04:15.380] 好球
[00:04:15.380 --> 00:04:16.540] 这种是说是比较好球
[00:04:16.540 --> 00:04:17.580] 这种是说是比较好球
[00:04:17.620 --> 00:04:19.980] 你需要追求的状态
[00:04:19.980 --> 00:04:20.460] 好球
[00:04:20.460 --> 00:04:21.180] 对对对
[00:04:21.180 --> 00:04:21.580] 这种
