index,date,datetime_cst,aweme_id,url
42,2024-10-31,2024-10-31 12:27:21 +0800,7431791686927404297,https://www.douyin.com/video/7431791686927404297
43,2024-10-29,2024-10-29 18:28:57 +0800,7431142699882908937,https://www.douyin.com/video/7431142699882908937
44,2024-10-20,2024-10-20 19:13:54 +0800,7427814516467060005,https://www.douyin.com/video/7427814516467060005
45,2024-10-16,2024-10-16 14:11:47 +0800,7426252318347169062,https://www.douyin.com/video/7426252318347169062
46,2024-08-18,2024-08-18 15:08:36 +0800,7404372935915408680,https://www.douyin.com/video/7404372935915408680
47,2024-07-20,2024-07-20 11:23:33 +0800,7393553471594630452,https://www.douyin.com/video/7393553471594630452
48,2024-06-27,2024-06-27 20:45:27 +0800,7385163314084515082,https://www.douyin.com/video/7385163314084515082
49,2024-06-07,2024-06-07 03:38:05 +0800,7377476860415970601,https://www.douyin.com/video/7377476860415970601
50,2024-06-05,2024-06-05 12:23:05 +0800,7376869979070778658,https://www.douyin.com/video/7376869979070778658
51,2024-05-25,2024-05-25 22:03:33 +0800,7372937628032748835,https://www.douyin.com/video/7372937628032748835
52,2024-05-18,2024-05-18 02:17:44 +0800,7370034447661534473,https://www.douyin.com/video/7370034447661534473
53,2024-05-15,2024-05-15 14:27:28 +0800,7369109244836187427,https://www.douyin.com/video/7369109244836187427
54,2024-04-27,2024-04-27 16:48:45 +0800,7362466119086656804,https://www.douyin.com/video/7362466119086656804
55,2024-04-22,2024-04-22 11:15:17 +0800,7360524758594653503,https://www.douyin.com/video/7360524758594653503
56,2024-04-11,2024-04-11 11:25:14 +0800,7356445386128575770,https://www.douyin.com/video/7356445386128575770
57,2024-03-16,2024-03-16 11:29:50 +0800,7346798357320420649,https://www.douyin.com/video/7346798357320420649
58,2024-03-04,2024-03-04 11:30:04 +0800,7342345396041092363,https://www.douyin.com/video/7342345396041092363
59,2024-02-27,2024-02-27 18:50:34 +0800,7340232402591157541,https://www.douyin.com/video/7340232402591157541
60,2024-02-17,2024-02-17 11:00:03 +0800,7336400298631613723,https://www.douyin.com/video/7336400298631613723
61,2024-02-05,2024-02-05 12:10:18 +0800,7331965378689584395,https://www.douyin.com/video/7331965378689584395
62,2024-01-27,2024-01-27 13:37:47 +0800,7328648156739063091,https://www.douyin.com/video/7328648156739063091
63,2023-12-28,2023-12-28 12:52:05 +0800,7317503826691444005,https://www.douyin.com/video/7317503826691444005
64,2023-12-12,2023-12-12 21:07:55 +0800,7311694235550371084,https://www.douyin.com/video/7311694235550371084
65,2023-11-02,2023-11-02 19:43:26 +0800,7296829060288711947,https://www.douyin.com/video/7296829060288711947
66,2023-09-27,2023-09-27 16:23:46 +0800,7283418541091458364,https://www.douyin.com/video/7283418541091458364
67,2023-09-15,2023-09-15 11:39:23 +0800,7278892233867218231,https://www.douyin.com/video/7278892233867218231
68,2023-09-02,2023-09-02 11:40:37 +0800,7274068441382849849,https://www.douyin.com/video/7274068441382849849
69,2023-08-12,2023-08-12 13:56:58 +0800,7266310790297259327,https://www.douyin.com/video/7266310790297259327
70,2023-07-20,2023-07-20 18:48:02 +0800,7257850837832174903,https://www.douyin.com/note/7257850837832174903
71,2023-07-20,2023-07-20 12:32:07 +0800,7257753964618304822,https://www.douyin.com/video/7257753964618304822
72,2023-07-04,2023-07-04 10:49:42 +0800,7251790210093157689,https://www.douyin.com/video/7251790210093157689
73,2023-06-25,2023-06-25 17:03:10 +0800,7248546684114881850,https://www.douyin.com/video/7248546684114881850
74,2023-06-18,2023-06-18 10:49:15 +0800,7245852732790197542,https://www.douyin.com/video/7245852732790197542
75,2023-06-15,2023-06-15 12:52:33 +0800,7244771251976277305,https://www.douyin.com/note/7244771251976277305
76,2023-06-15,2023-06-15 12:13:26 +0800,7244761169062284602,https://www.douyin.com/video/7244761169062284602
77,2023-06-11,2023-06-11 23:18:29 +0800,7243448210298113341,https://www.douyin.com/video/7243448210298113341
78,2023-06-09,2023-06-09 11:53:00 +0800,7242529395204738341,https://www.douyin.com/video/7242529395204738341
79,2023-06-03,2023-06-03 17:59:17 +0800,7240397272691838266,https://www.douyin.com/video/7240397272691838266
80,2023-05-19,2023-05-19 12:13:25 +0800,7234741865877130555,https://www.douyin.com/video/7234741865877130555
81,2023-05-17,2023-05-17 12:03:26 +0800,7233997123514060065,https://www.douyin.com/video/7233997123514060065
82,2023-05-16,2023-05-16 10:04:43 +0800,7233595443328896314,https://www.douyin.com/video/7233595443328896314
83,2023-05-04,2023-05-04 21:20:38 +0800,7229316606793469240,https://www.douyin.com/video/7229316606793469240
84,2023-04-28,2023-04-28 12:28:33 +0800,7226952978236771644,https://www.douyin.com/video/7226952978236771644
85,2023-04-23,2023-04-23 14:59:19 +0800,7225136404202868005,https://www.douyin.com/video/7225136404202868005
86,2023-04-15,2023-04-15 11:41:38 +0800,7222116779672309004,https://www.douyin.com/video/7222116779672309004
87,2023-04-10,2023-04-10 12:28:06 +0800,7220273329960242470,https://www.douyin.com/video/7220273329960242470
88,2023-04-04,2023-04-04 11:52:27 +0800,7218037631957929220,https://www.douyin.com/video/7218037631957929220
89,2023-03-21,2023-03-21 17:47:39 +0800,7212933970915265831,https://www.douyin.com/video/7212933970915265831
90,2023-03-18,2023-03-18 20:35:14 +0800,7211863901099674937,https://www.douyin.com/video/7211863901099674937
91,2023-03-17,2023-03-17 11:56:18 +0800,7211359091095129399,https://www.douyin.com/video/7211359091095129399
92,2023-03-14,2023-03-14 13:05:55 +0800,7210263774543007013,https://www.douyin.com/video/7210263774543007013
93,2023-02-16,2023-02-16 16:45:08 +0800,7200672049872833851,https://www.douyin.com/video/7200672049872833851
94,2023-02-12,2023-02-12 16:55:33 +0800,7199190394737839364,https://www.douyin.com/video/7199190394737839364
95,2023-02-11,2023-02-11 20:40:17 +0800,7198877222227283239,https://www.douyin.com/video/7198877222227283239
96,2023-01-09,2023-01-09 15:12:42 +0800,7186546993223781643,https://www.douyin.com/video/7186546993223781643
97,2022-12-22,2022-12-22 12:50:39 +0800,7179830855190187324,https://www.douyin.com/video/7179830855190187324
98,2022-11-26,2022-11-26 12:58:59 +0800,7170184787536203011,https://www.douyin.com/video/7170184787536203011
99,2022-11-17,2022-11-17 19:36:28 +0800,7166947451574717699,https://www.douyin.com/video/7166947451574717699
100,2022-10-31,2022-10-31 20:31:06 +0800,7160653082777505037,https://www.douyin.com/video/7160653082777505037
101,2022-10-24,2022-10-24 15:48:59 +0800,7157982786610089224,https://www.douyin.com/video/7157982786610089224
102,2022-10-11,2022-10-11 12:05:23 +0800,7153101059588754699,https://www.douyin.com/video/7153101059588754699
103,2022-10-02,2022-10-02 11:15:31 +0800,7149748439088221454,https://www.douyin.com/video/7149748439088221454
104,2022-09-24,2022-09-24 20:51:01 +0800,7146928066596572429,https://www.douyin.com/video/7146928066596572429
105,2022-09-14,2022-09-14 20:59:43 +0800,7143219455380262158,https://www.douyin.com/video/7143219455380262158
106,2022-08-30,2022-08-30 18:09:12 +0800,7137609234778262795,https://www.douyin.com/video/7137609234778262795
107,2022-08-05,2022-08-05 17:20:31 +0800,7128319562021424423,https://www.douyin.com/video/7128319562021424423
108,2022-08-01,2022-08-01 20:44:47 +0800,7126887860044647684,https://www.douyin.com/video/7126887860044647684
109,2022-07-31,2022-07-31 22:43:52 +0800,7126547460327017741,https://www.douyin.com/video/7126547460327017741
110,2022-07-31,2022-07-31 22:22:56 +0800,7126542068805078285,https://www.douyin.com/video/7126542068805078285
111,2022-07-31,2022-07-31 13:47:02 +0800,7126409120005082405,https://www.douyin.com/video/7126409120005082405
112,2022-07-31,2022-07-31 12:08:36 +0800,7126383753215118629,https://www.douyin.com/video/7126383753215118629
113,2022-07-30,2022-07-30 12:46:20 +0800,7126022392979197215,https://www.douyin.com/video/7126022392979197215
114,2022-07-25,2022-07-25 17:50:20 +0800,7124245307340213534,https://www.douyin.com/video/7124245307340213534
115,2022-07-10,2022-07-10 16:26:25 +0800,7118657404723596575,https://www.douyin.com/video/7118657404723596575
116,2022-06-19,2022-06-19 18:13:09 +0800,7110892122483526949,https://www.douyin.com/video/7110892122483526949
117,2022-06-12,2022-06-12 11:27:57 +0800,7108190104266509604,https://www.douyin.com/video/7108190104266509604
118,2022-05-11,2022-05-11 19:19:37 +0800,7096436927712283941,https://www.douyin.com/video/7096436927712283941
119,2022-04-29,2022-04-29 19:11:36 +0800,7091981840961129732,https://www.douyin.com/video/7091981840961129732
120,2022-04-18,2022-04-18 11:24:32 +0800,7087779541116112131,https://www.douyin.com/video/7087779541116112131
121,2022-04-10,2022-04-10 11:27:40 +0800,7084811665971105028,https://www.douyin.com/video/7084811665971105028
122,2022-04-07,2022-04-07 11:59:17 +0800,7083706559829757196,https://www.douyin.com/video/7083706559829757196
123,2022-03-27,2022-03-27 12:19:44 +0800,7079629891666332941,https://www.douyin.com/video/7079629891666332941
124,2022-03-20,2022-03-20 11:29:36 +0800,7077019377517759748,https://www.douyin.com/video/7077019377517759748
125,2022-03-08,2022-03-08 17:12:46 +0800,7072654785807240478,https://www.douyin.com/video/7072654785807240478
126,2022-03-05,2022-03-05 13:27:46 +0800,7071483550029122830,https://www.douyin.com/video/7071483550029122830
127,2022-02-27,2022-02-27 16:04:05 +0800,7069297321426554142,https://www.douyin.com/video/7069297321426554142
128,2022-02-20,2022-02-20 11:27:49 +0800,7066628530460806411,https://www.douyin.com/video/7066628530460806411
129,2022-02-10,2022-02-10 20:07:41 +0800,7063051650348485920,https://www.douyin.com/video/7063051650348485920
130,2022-01-29,2022-01-29 18:25:55 +0800,7058572402443160862,https://www.douyin.com/video/7058572402443160862
131,2021-12-27,2021-12-27 15:31:19 +0800,7046281596852374816,https://www.douyin.com/video/7046281596852374816
132,2021-12-16,2021-12-16 11:39:56 +0800,7042140032928369951,https://www.douyin.com/video/7042140032928369951
133,2021-12-05,2021-12-05 20:36:17 +0800,7038196310775844133,https://www.douyin.com/video/7038196310775844133
134,2021-11-28,2021-11-28 11:37:41 +0800,7035459918949780767,https://www.douyin.com/video/7035459918949780767
135,2021-11-23,2021-11-23 18:05:26 +0800,7033704416129649959,https://www.douyin.com/video/7033704416129649959
136,2021-11-17,2021-11-17 11:46:55 +0800,7031380362534096160,https://www.douyin.com/video/7031380362534096160
137,2021-11-11,2021-11-11 11:47:37 +0800,7029154030890863885,https://www.douyin.com/video/7029154030890863885
138,2021-11-05,2021-11-05 11:49:12 +0800,7026927926356512011,https://www.douyin.com/video/7026927926356512011
139,2021-10-30,2021-10-30 11:49:49 +0800,7024701574664441124,https://www.douyin.com/video/7024701574664441124
140,2021-10-22,2021-10-22 11:48:56 +0800,7021732668169555239,https://www.douyin.com/video/7021732668169555239
141,2021-10-13,2021-10-13 11:49:42 +0800,7018393096928922893,https://www.douyin.com/video/7018393096928922893
142,2021-09-24,2021-09-24 17:50:07 +0800,7011435359858953504,https://www.douyin.com/video/7011435359858953504
143,2021-09-18,2021-09-18 11:49:13 +0800,7009115844902964519,https://www.douyin.com/video/7009115844902964519
144,2021-09-11,2021-09-11 11:54:44 +0800,7006519669330955557,https://www.douyin.com/video/7006519669330955557
145,2021-09-06,2021-09-06 11:53:31 +0800,7004663931947994400,https://www.douyin.com/video/7004663931947994400
146,2021-08-30,2021-08-30 17:50:46 +0800,7002158395511934212,https://www.douyin.com/video/7002158395511934212
147,2021-08-18,2021-08-18 11:55:23 +0800,6997613791248747806,https://www.douyin.com/video/6997613791248747806
148,2021-08-12,2021-08-12 21:33:25 +0800,6995536241978526984,https://www.douyin.com/video/6995536241978526984
149,2021-08-07,2021-08-07 18:03:03 +0800,6993626601162345764,https://www.douyin.com/video/6993626601162345764
150,2021-05-09,2021-05-09 17:35:59 +0800,6960221963126197512,https://www.douyin.com/video/6960221963126197512
151,2021-04-08,2021-04-08 20:14:13 +0800,6948759098275925279,https://www.douyin.com/video/6948759098275925279
152,2020-10-17,2020-10-17 12:31:13 +0800,6884442051119729927,https://www.douyin.com/video/6884442051119729927
153,2020-10-14,2020-10-14 11:55:32 +0800,6883319596607081736,https://www.douyin.com/video/6883319596607081736
154,2020-06-18,2020-06-18 18:42:07 +0800,6839636321519078670,https://www.douyin.com/video/6839636321519078670
155,2020-01-28,2020-01-28 13:11:52 +0800,6786857122438073614,https://www.douyin.com/video/6786857122438073614
156,2019-12-17,2019-12-17 19:53:26 +0800,6771375028685638925,https://www.douyin.com/video/6771375028685638925
157,2019-12-15,2019-12-15 18:58:34 +0800,6770618719304551688,https://www.douyin.com/video/6770618719304551688
158,2019-12-15,2019-12-15 15:55:27 +0800,6770571529492188420,https://www.douyin.com/video/6770571529492188420
159,2018-04-18,2018-04-18 11:26:24 +0800,6545624582747852035,https://www.douyin.com/video/6545624582747852035
